symptomes,disease
"Stomach pain,Vomiting,Diarrhea",Benign paroxysmal positional vertigo
"Stomach pain,Vomiting,Diarrhea",Pulmonary embolism
"Stomach pain,Vomiting,Diarrhea",Antibiotic associated diarrhea
"Stomach pain,Vomiting,Diarrhea",Hay fever
"Stomach pain,Vomiting,Diarrhea",Acute viral pharyngitis
"Stomach pain,Vomiting,Diarrhea",Severe allergic reaction
"Stomach pain,Vomiting,Diarrhea",Bacterial gastroenteritis
"Stomach pain,Vomiting,Diarrhea",Broken rib
"Stomach pain,Vomiting,Diarrhea",Heart attack
"Stomach pain,Vomiting,Diarrhea",Reflex syncope
"Stomach pain,Vomiting,Diarrhea,Bloating",Hay fever
"Stomach pain,Vomiting,Diarrhea,Bloating",Gastritis
"Stomach pain,Vomiting,Diarrhea,Bloating",Common cold
"Stomach pain,Vomiting,Diarrhea,Bloating",Hypotension
"Stomach pain,Vomiting,Diarrhea,Bloating",Asthma exacerbation
"Stomach pain,Vomiting,Diarrhea,Bloating",Viral gastroenteritis
"Stomach pain,Vomiting,Diarrhea,Bloating",Acute viral sinusitis
"Stomach pain,Vomiting,Diarrhea,Bloating",Pneumonia
"Stomach pain,Vomiting,Diarrhea,Bloating",Ulcerative colitis flare-up
"Stomach pain,Vomiting,Diarrhea,Bloating",Chronic sinusitis
"Stomach pain,Vomiting,Diarrhea,Bloating",Nasal polyps
"Stomach pain,Vomiting,Diarrhea,Bloating",Acute bacterial sinusitis
Tonsil,Cardiac fainting
Tonsil,Eye injury
Tonsil,Poor nutrition
Tonsil,Hyperthyroidism
Tonsil,Torsion of ovary
Tonsil,Colon cancer
Tonsil,Gastroesophageal reflux disease
Tonsil,Asthma exacerbation
Tonsil,Blunt stomach trauma
Tonsil,Benign prostatic hyperplasia
Tonsil,Dislocated finger
Tonsil,Stress fracture of foot
Tonsil,Infective endocarditis
Tonsil,Benign paroxysmal positional vertigo
Tonsil,Premature separation of placenta
Tonsil,Stress fracture of lower leg
Tonsil,Teeth grinding
Tonsil,Heart attack
Tonsil,Dislocated shoulder
Tonsil,Severe allergic reaction
Tonsil,Acute streptococcal pharyngitis
Tonsil,Tension-type headaches
Tonsil,Cold sore
Tonsil,Gastritis
Tonsil,Diabetic retinopathy
Tonsil,Asthma
Tonsil,Lactose intolerance
Tonsil,Familial nonhemolytic jaundice
Tonsil,Bacterial meningitis
Tonsil,Nonallergic rhinitis
Tonsil,Broken lumbar spine
Tonsil,Acute angle-closure glaucoma
Tonsil,Electrical injury
Tonsil,Diabetic ketoacidosis
Tonsil,Cluster headaches
Tonsil,COVID-19
Tonsil,Sciatica
Tonsil,Hepatitis C
Tonsil,Costochondritis
Tonsil,De Quervain syndrome
Tonsil,Food poisoning
Tonsil,Migraine
Tonsil,Knee osteoarthritis
Tonsil,Colitis ulcerosa
Tonsil,Hepatitis A
Tonsil,Clostridium difficile-associated disease
Tonsil,Psoriatic arthritis
Tonsil,Hay fever
Tonsil,Diabetes mellitus type 2
Tonsil,Acute viral pharyngitis
Tonsil,Ischemic stroke
Tonsil,Indigestion
Tonsil,Celiac disease
Tonsil,Irritable bowel syndrome
Tonsil,Common cold
Tonsil,Broken calf bones
Tonsil,Pneumocystis jirovecii pneumonia
Tonsil,Ulcerative colitis flare-up
Tonsil,Pneumonia
Tonsil,Heart valve disease
Tonsil,Uveitis
Tonsil,Acute viral sinusitis
Tonsil,Mild hypoglycemia
Tonsil,Chest contusion
Tonsil,Tularemia
Tonsil,Specific phobia
Tonsil,Chronic obstructive pulmonary disease
Tonsil,Bone infection
Tonsil,Pertussis
Tonsil,Bacterial gastroenteritis
Tonsil,Epilepsy with loss of consciousness
Tonsil,Prostatitis
Tonsil,Depression
Tonsil,Sleep apnea
Tonsil,Temporomandibular joint disorders
Tonsil,Atrial fibrillation
Tonsil,Viral gastroenteritis
Tonsil,Dehydration
Tonsil,Chronic sinusitis
Tonsil,Severe hypoglycemia
Tonsil,Typhoid fever
Vertigo,Heavy metal poisoning
Vertigo,Gastritis
Vertigo,Celiac disease
Vertigo,Limb injury of unspecified location
Vertigo,Pink eye
Vertigo,Migraine
Vertigo,Pulmonary embolism
Vertigo,Chronic sinusitis
Vertigo,Hypertensive encephalopathy
Vertigo,Bursitis
Vertigo,Hemorrhagic stroke
Vertigo,Heart attack
Vertigo,Runner's knee
Vertigo,Bladder infection
Vertigo,Nonallergic rhinitis
Vertigo,Teeth grinding
Vertigo,Burn
Vertigo,Reflex syncope
Vertigo,Labour
Vertigo,Acute viral sinusitis
Vertigo,Broken collarbone
Vertigo,Open-angle glaucoma
Vertigo,Pulmonary tuberculosis
Vertigo,Pneumonia
Vertigo,Hay fever
Vertigo,Bacterial gastroenteritis
Vertigo,Ulcerative colitis flare-up
Vertigo,Acute bacterial sinusitis
Vertigo,Food poisoning
Vertigo,High blood pressure
Vertigo,Acute viral pharyngitis
Vertigo,Costochondritis
Vertigo,Pericarditis
Vertigo,Diabetic retinopathy
Vertigo,Atrial fibrillation
Vertigo,Broken rib
Vertigo,Psoriatic arthritis
Vertigo,Clostridium difficile-associated disease
Vertigo,Shingles
Vertigo,Familial nonhemolytic jaundice
Vertigo,Penetrating stomach trauma
Vertigo,Neck strain
Vertigo,Wound separation
Vertigo,Indigestion
Vertigo,Acute HIV infection
Vertigo,Exanthematic typhus
Vertigo,Uveitis
Vertigo,Multiple sclerosis
Vertigo,Acute laryngitis
Vertigo,Acute streptococcal pharyngitis
Vertigo,Whipworm infection
Vertigo,Mononucleosis
Vertigo,Viral gastroenteritis
Vertigo,Major wound
Vertigo,Corneal ulceration
Vertigo,Sciatica
Vertigo,Erythroderma
Vertigo,Acute intestinal ischemia
Vertigo,Chronic obstructive pulmonary disease
Vertigo,Arrhythmia with slow heart rate
Vertigo,Back strain
Vertigo,Leptospirosis
Vertigo,Lactose intolerance
Vertigo,Hepatitis C
Vertigo,Dry eye syndrome
Vertigo,Common cold
Vertigo,Asthma
Vertigo,Dengue
Vertigo,Crohn's disease flare-up
Vertigo,Gout
Vertigo,Erysipelas
Vertigo,COVID-19
Vomiting,COVID-19
Vomiting,Acute bacterial sinusitis
Vomiting,Irritable bowel syndrome
Vomiting,Pneumonia
Vomiting,Broken collarbone
Vomiting,Crohn's disease flare-up
Vomiting,Pulmonary embolism
Vomiting,Travel sickness
Vomiting,Asthma
Vomiting,Tension-type headaches
Vomiting,Chronic obstructive pulmonary disease exacerbation
Vomiting,Chronic sinusitis
Vomiting,Crohn's disease
Vomiting,Epilepsy with loss of consciousness
Vomiting,Ulcerative colitis flare-up
Vomiting,Unspecified head and neck injury
Vomiting,Severe hypoglycemia
Vomiting,Subarachnoid intracranial hemorrhage
Vomiting,Nasal polyps
Vomiting,Chronic constipation
Vomiting,Atypical pneumonia
Vomiting,Intestinal obstruction
Vomiting,Cluster headaches
Vomiting,Viral gastroenteritis
Vomiting,Acute bronchitis
Vomiting,Mild hypoglycemia
Vomiting,Asthma exacerbation
Vomiting,Gastritis
Vomiting,Benign paroxysmal positional vertigo
Vomiting,M ni re's disease
Vomiting,Diabetic ketoacidosis
Vomiting,Chronic obstructive pulmonary disease
Vomiting,Lactose intolerance
Vomiting,Broken rib
Vomiting,Colon cancer
Vomiting,Bacterial gastroenteritis
Vomiting,Chest contusion
Vomiting,Dehydration
Vomiting,Acute viral sinusitis
Vomiting,Common cold
Vomiting,Hay fever
Vomiting,Reflex syncope
Vomiting,High blood pressure
Vomiting,Indigestion
Vomiting,Severe allergic reaction
Vomiting,Heart attack
"Vomiting,Bloating",Food poisoning
"Vomiting,Bloating",Broken calf bones
"Vomiting,Bloating",Major wound
"Vomiting,Bloating",Crohn's disease
"Vomiting,Bloating",Acute viral sinusitis
"Vomiting,Bloating",Viral gastroenteritis
"Vomiting,Bloating",Encephalitis
"Vomiting,Bloating",Concussion
"Vomiting,Bloating",Chronic sinusitis
"Vomiting,Bloating",Common cold
"Vomiting,Bloating",Hay fever
"Vomiting,Bloating",Teeth grinding
"Vomiting,Bloating",Hypotension
"Vomiting,Bloating",Bacterial gastroenteritis
"Vomiting,Bloating",Pulmonary embolism
"Vomiting,Bloating",Cluster headaches
"Vomiting,Bloating",Antibiotic associated diarrhea
"Vomiting,Bloating",Nonallergic rhinitis
"Vomiting,Bloating",Pulmonary edema
"Vomiting,Bloating",Pneumonia
"Vomiting,Bloating,Diarrhea",Acute bacterial sinusitis
"Vomiting,Bloating,Diarrhea",Hay fever
"Vomiting,Bloating,Diarrhea",Gastritis
"Vomiting,Bloating,Diarrhea",Acute viral sinusitis
"Vomiting,Bloating,Diarrhea",Pulmonary embolism
"Vomiting,Bloating,Diarrhea",Viral gastroenteritis
"Vomiting,Bloating,Diarrhea",COVID-19
"Vomiting,Bloating,Diarrhea",Common cold
"Vomiting,Bloating,Diarrhea",Migraine
"Vomiting,Bloating,Diarrhea",Cluster headaches
"Vomiting,Bloating,Diarrhea",Electrical injury
"Vomiting,Bloating,Diarrhea",Nasal polyps
"Vomiting,Bloating,Diarrhea",Food poisoning
"Vomiting,Bloating,Diarrhea",Irritable bowel syndrome
"Vomiting,Bloating,Diarrhea",High blood pressure
"Vomiting,Bloating,Diarrhea,Stomach pain",Asthma exacerbation
"Vomiting,Bloating,Diarrhea,Stomach pain",Broken collarbone
"Vomiting,Bloating,Diarrhea,Stomach pain",Tension-type headaches
"Vomiting,Bloating,Diarrhea,Stomach pain",Nasal polyps
"Vomiting,Bloating,Diarrhea,Stomach pain",Hay fever
"Vomiting,Bloating,Diarrhea,Stomach pain",Lactose intolerance
"Vomiting,Bloating,Diarrhea,Stomach pain",Viral gastroenteritis
"Vomiting,Bloating,Diarrhea,Stomach pain",Acute bacterial sinusitis
"Vomiting,Bloating,Diarrhea,Stomach pain",Torsion of ovary
"Vomiting,Bloating,Diarrhea,Stomach pain",Heavy metal poisoning
"Vomiting,Bloating,Diarrhea,Stomach pain",Ulcerative colitis flare-up
"Vomiting,Bloating,Diarrhea,Stomach pain",Acute viral sinusitis
"Vomiting,Bloating,Diarrhea,Stomach pain",COVID-19
"Vomiting,Bloating,Diarrhea,Stomach pain",Irritable bowel syndrome
"Vomiting,Bloating,Diarrhea,Stomach pain",Bacterial gastroenteritis
"Vomiting,Bloating,Diarrhea,Stomach pain",Pulmonary embolism
"Vomiting,Bloating,Stomach pain",Bacterial gastroenteritis
"Vomiting,Bloating,Stomach pain",Severe allergic reaction
"Vomiting,Bloating,Stomach pain",Viral gastroenteritis
"Vomiting,Bloating,Stomach pain",Gastritis
"Vomiting,Bloating,Stomach pain",Benign paroxysmal positional vertigo
"Vomiting,Bloating,Stomach pain",Chronic sinusitis
"Vomiting,Bloating,Stomach pain",Teeth grinding
"Vomiting,Bloating,Stomach pain",Common cold
"Vomiting,Bloating,Stomach pain",Acute viral sinusitis
"Vomiting,Bloating,Stomach pain",Asthma exacerbation
"Vomiting,Bloating,Stomach pain",Hay fever
"Vomiting,Bloating,Stomach pain",Indigestion
"Vomiting,Bloating,Stomach pain",Ulcerative colitis flare-up
"Vomiting,Bloating,Stomach pain",COVID-19
"Vomiting,Bloating,Stomach pain",Antibiotic associated diarrhea
"Vomiting,Bloating,Stomach pain",Irritable bowel syndrome
"Vomiting,Bloating,Stomach pain",Atypical pneumonia
"Vomiting,Bloating,Stomach pain,Diarrhea",Bacterial gastroenteritis
"Vomiting,Bloating,Stomach pain,Diarrhea",Asthma exacerbation
"Vomiting,Bloating,Stomach pain,Diarrhea",Acute viral sinusitis
"Vomiting,Bloating,Stomach pain,Diarrhea",Chronic sinusitis
"Vomiting,Bloating,Stomach pain,Diarrhea",Chronic obstructive pulmonary disease
"Vomiting,Bloating,Stomach pain,Diarrhea",Nasal polyps
"Vomiting,Bloating,Stomach pain,Diarrhea",Viral gastroenteritis
"Vomiting,Bloating,Stomach pain,Diarrhea",Clostridium difficile-associated disease
"Vomiting,Bloating,Stomach pain,Diarrhea",Colon cancer
"Vomiting,Bloating,Stomach pain,Diarrhea",Epilepsy with loss of consciousness
"Vomiting,Bloating,Stomach pain,Diarrhea",Hay fever
"Vomiting,Bloating,Stomach pain,Diarrhea",Peptic ulcer disease
"Vomiting,Bloating,Stomach pain,Diarrhea",Broken foot
"Vomiting,Bloating,Stomach pain,Diarrhea",Common cold
"Vomiting,Bloating,Stomach pain,Diarrhea",High blood pressure
"Vomiting,Bloating,Stomach pain,Diarrhea",Acute streptococcal pharyngitis
"Vomiting,Bloating,Stomach pain,Diarrhea",Acute bacterial sinusitis
"Vomiting,Bloating,Stomach pain,Diarrhea",Gastritis
"Vomiting,Diarrhea",Acute viral sinusitis
"Vomiting,Diarrhea",Nasal polyps
"Vomiting,Diarrhea",Asthma exacerbation
"Vomiting,Diarrhea",Heart attack
"Vomiting,Diarrhea",Pulmonary embolism
"Vomiting,Diarrhea",Irritable bowel syndrome
"Vomiting,Diarrhea",Gastritis
"Vomiting,Diarrhea",Crohn's disease flare-up
"Vomiting,Diarrhea",Pneumonia
"Vomiting,Diarrhea",Chronic obstructive pulmonary disease
"Vomiting,Diarrhea",Bacterial meningitis
"Vomiting,Diarrhea",Hay fever
"Vomiting,Diarrhea",Major wound
"Vomiting,Diarrhea",Viral gastroenteritis
"Vomiting,Diarrhea",Food poisoning
"Vomiting,Diarrhea",Bacterial gastroenteritis
"Vomiting,Diarrhea",Common cold
"Vomiting,Diarrhea",Dehydration
"Vomiting,Diarrhea",Chronic sinusitis
"Vomiting,Diarrhea,Bloating",Chronic heart failure
"Vomiting,Diarrhea,Bloating",Bacterial gastroenteritis
"Vomiting,Diarrhea,Bloating",Asthma exacerbation
"Vomiting,Diarrhea,Bloating",Pneumonia
"Vomiting,Diarrhea,Bloating",Hay fever
"Vomiting,Diarrhea,Bloating",Mild hypoglycemia
"Vomiting,Diarrhea,Bloating",Gastritis
"Vomiting,Diarrhea,Bloating",Viral gastroenteritis
"Vomiting,Diarrhea,Bloating",Acute viral sinusitis
"Vomiting,Diarrhea,Bloating",Pulmonary embolism
"Vomiting,Diarrhea,Bloating",Chronic sinusitis
"Vomiting,Diarrhea,Bloating",Irritable bowel syndrome
"Vomiting,Diarrhea,Bloating",Asthma
"Vomiting,Diarrhea,Bloating",Common cold
"Vomiting,Diarrhea,Bloating",Chronic obstructive pulmonary disease
"Vomiting,Diarrhea,Bloating,Stomach pain",Severe allergic reaction
"Vomiting,Diarrhea,Bloating,Stomach pain",Acute viral sinusitis
"Vomiting,Diarrhea,Bloating,Stomach pain",Indigestion
"Vomiting,Diarrhea,Bloating,Stomach pain",Tension-type headaches
"Vomiting,Diarrhea,Bloating,Stomach pain",Chronic sinusitis
"Vomiting,Diarrhea,Bloating,Stomach pain",Common cold
"Vomiting,Diarrhea,Bloating,Stomach pain",Chronic obstructive pulmonary disease
"Vomiting,Diarrhea,Bloating,Stomach pain",Chronic obstructive pulmonary disease exacerbation
"Vomiting,Diarrhea,Bloating,Stomach pain",Irritable bowel syndrome
"Vomiting,Diarrhea,Bloating,Stomach pain",Hay fever
"Vomiting,Diarrhea,Bloating,Stomach pain",Increased intracranial pressure
"Vomiting,Diarrhea,Bloating,Stomach pain",Ulcerative colitis flare-up
"Vomiting,Diarrhea,Bloating,Stomach pain",Viral gastroenteritis
"Vomiting,Diarrhea,Bloating,Stomach pain",Asthma exacerbation
"Vomiting,Diarrhea,Bloating,Stomach pain",Pneumonia
"Vomiting,Diarrhea,Stomach pain",Chronic sinusitis
"Vomiting,Diarrhea,Stomach pain",Bacterial gastroenteritis
"Vomiting,Diarrhea,Stomach pain",COVID-19
"Vomiting,Diarrhea,Stomach pain",Migraine
"Vomiting,Diarrhea,Stomach pain",Severe allergic reaction
"Vomiting,Diarrhea,Stomach pain",Broken collarbone
"Vomiting,Diarrhea,Stomach pain",Gastritis
"Vomiting,Diarrhea,Stomach pain",Bacterial meningitis
"Vomiting,Diarrhea,Stomach pain",Hay fever
"Vomiting,Diarrhea,Stomach pain",Asthma exacerbation
"Vomiting,Diarrhea,Stomach pain",Common cold
"Vomiting,Diarrhea,Stomach pain",Acute viral sinusitis
"Vomiting,Diarrhea,Stomach pain",Reflex syncope
"Vomiting,Diarrhea,Stomach pain",Colon cancer
"Vomiting,Diarrhea,Stomach pain",Irritable bowel syndrome
"Vomiting,Diarrhea,Stomach pain",Epilepsy with loss of consciousness
"Vomiting,Diarrhea,Stomach pain",Pneumonia
"Vomiting,Diarrhea,Stomach pain",Viral gastroenteritis
"Vomiting,Diarrhea,Stomach pain",Benign paroxysmal positional vertigo
"Vomiting,Diarrhea,Stomach pain",Indigestion
"Vomiting,Diarrhea,Stomach pain",Cardiac fainting
"Vomiting,Diarrhea,Stomach pain,Bloating",Viral gastroenteritis
"Vomiting,Diarrhea,Stomach pain,Bloating",Bacterial gastroenteritis
