symptomes,disease
Nasal congestion,Pulmonary hypertension
Nasal congestion,Acute bacterial sinusitis
Nasal congestion,Abdominal aortic aneurysm
Nasal congestion,Indigestion
Nasal congestion,Diabetic ketoacidosis
Nasal congestion,Shoulder bursitis
Nasal congestion,Cluster headaches
Nasal congestion,Intercostal neuralgia
Nasal congestion,Shoulder impingement syndrome
Nasal congestion,Gastroesophageal reflux disease
Nasal congestion,COVID-19
Nasal congestion,Degenerative arthritis of the spine
Nasal congestion,Antibiotic associated diarrhea
Nasal congestion,Teeth grinding
Nasal congestion,Sciatica
Nasal congestion,Asthma
Nasal congestion,Runner's knee
Nasal congestion,Stable angina pectoris
Nasal congestion,Typhoid fever
Nasal congestion,Viral gastroenteritis
Nasal congestion,Gastritis
Nasal congestion,Bacterial gastroenteritis
Nasal congestion,Migraine
Nasal congestion,Post-COVID-19 syndrome
Nasal congestion,Limb injury of unspecified location
Nasal congestion,Broken rib
Nasal congestion,Prostatitis
Nasal congestion,Benign paroxysmal positional vertigo
Nasal congestion,Chronic obstructive pulmonary disease
Nasal congestion,Food poisoning
Nasal congestion,Asthma exacerbation
Nasal congestion,Premature separation of placenta
Nasal congestion,Rheumatoid arthritis
"Paralysis,Headache",Teeth grinding
"Paralysis,Headache",Acute viral sinusitis
"Paralysis,Headache",Diabetic ketoacidosis
"Paralysis,Headache",Ulcerative colitis flare-up
"Paralysis,Headache",Pulmonary tuberculosis
"Paralysis,Headache",Crohn's disease
"Paralysis,Headache",Viral gastroenteritis
"Paralysis,Headache",Intestinal obstruction
"Paralysis,Headache",High blood pressure
"Paralysis,Headache",Severe hypoglycemia
"Paralysis,Headache",Asthma
"Paralysis,Headache",Nonallergic rhinitis
"Paralysis,Headache",Corneal ulceration
"Paralysis,Headache",Crohn's disease flare-up
"Paralysis,Headache",Acute bacterial sinusitis
"Paralysis,Headache",Post-COVID-19 syndrome
"Paralysis,Headache",Gastritis
"Paralysis,Headache",Irritable bowel syndrome
"Paralysis,Headache",Depression
"Paralysis,Headache",Degenerative disc disease of the lumbar and sacral spine
"Paralysis,Headache",Kidney stones
"Paralysis,Headache",Dehydration
"Paralysis,Headache",Wernicke's encephalopathy
"Paralysis,Headache",Mixed connective tissue disease
"Paralysis,Headache",Familial nonhemolytic jaundice
"Paralysis,Headache",Common cold
"Paralysis,Headache",Agoraphobia
"Paralysis,Headache",Cyst of an ovary
"Paralysis,Headache",Chronic obstructive pulmonary disease
"Paralysis,Headache",Degenerative arthritis of the spine
"Paralysis,Headache",Anxiety disorder
"Paralysis,Headache",M ni re's disease
"Paralysis,Headache",Pneumonia
"Paralysis,Headache",Costochondritis
"Paralysis,Headache",Hay fever
"Paralysis,Headache",Heart attack
"Paralysis,Headache",Indigestion
"Paralysis,Headache",Rheumatoid arthritis
"Paralysis,Headache",Acute kidney failure
"Paralysis,Headache",COVID-19
"Paralysis,Headache",Dengue
"Paralysis,Headache",Prostatitis
"Paralysis,Headache",Shoulder bursitis
"Paralysis,Headache",Pulmonary embolism
"Paralysis,Headache",Pericarditis
"Paralysis,Headache",Nocturnal leg cramps
"Paralysis,Headache",Labour
"Paralysis,Headache",Benign paroxysmal positional vertigo
"Paralysis,Headache",Diabetic retinopathy
"Paralysis,Headache",Acute streptococcal pharyngitis
"Paralysis,Headache",Pulmonary edema
"Paralysis,Headache",Migraine
"Paralysis,Headache",Scratch of cornea
"Paralysis,Headache",Typhoid fever
"Paralysis,Headache",Broken kneecap
"Paralysis,Headache",Sciatica
"Paralysis,Headache",Acute angle-closure glaucoma
"Paralysis,Headache",Gout
"Paralysis,Headache",Open-angle glaucoma
"Paralysis,Headache",Cataract
"Paralysis,Headache",Tension-type headaches
"Paralysis,Headache",Hemorrhagic stroke
"Paralysis,Headache",Psoriatic arthritis
"Paralysis,Headache",Age-related hearing loss
"Paralysis,Headache",Atypical pneumonia
"Paralysis,Headache",Bacterial gastroenteritis
"Paralysis,Headache",Hepatitis A
"Paralysis,Headache",Intercostal neuralgia
"Paralysis,Headache",Shingles
"Paralysis,Headache",Leptospirosis
"Paralysis,Headache",Lactose intolerance
