name,common_name,disease_specify1,disease_specify2,disease_specify3,sex_filter,category,seriousness
Illusion of surroundings being bigger or smaller than they actually are,Illusion of surroundings being bigger or smaller than they actually are,,,,both,Signs and symptoms,normal
Impaired balance while walking,Stumbling or losing balance while walking,,,,both,Signs and symptoms,normal
Impaired concentration,Poor concentration,,,,both,Signs and symptoms,normal
Impaired downward eye motion,Difficulty looking down,,,,both,Signs and symptoms,serious
Impaired lateral eye motion,Difficulty looking sideways away from the nose,,,,both,Signs and symptoms,serious
Impaired medial eye motion,Difficulty looking inwards towards the nose,,,,both,Signs and symptoms,serious
Impaired memory,Alcohol-related amnesia, alcohol-related amnesia,,,both,Signs and symptoms,normal
Impaired memory,Difficulty finding everyday objects, finding everyday objects,,,both,Signs and symptoms,normal
Impaired memory,Impaired memory,,,,both,Signs and symptoms,normal
Impaired memory,Impaired short-term memory, short-term,,,both,Signs and symptoms,normal
Impaired smell,Inability to smell properly,,,,both,Signs and symptoms,normal
Impaired social functioning,"Difficulty functioning at home, work, or school",,,,both,Signs and symptoms,normal
Impaired upward eye motion,Difficulty looking up,,,,both,Signs and symptoms,serious
Impaired vision,Recent visual impairment, recent onset,,,both,Signs and symptoms,serious
Impaired vision,Temple pain on side with visual impairment, temple pain on side with vision problem,,,both,Signs and symptoms,serious
Impaired vision,Visual impairment,,,,both,Signs and symptoms,normal
Impaired vision,Visual impairment in both eyes, bilateral,,,both,Signs and symptoms,normal
Impaired vision,Visual impairment in one eye, one eye,,,both,Signs and symptoms,serious
Impulsive behaviour,Impulsive behaviour,,,,both,Signs and symptoms,normal
Inability to bear weight,Inability to stand on either foot after injury, after trauma,,,both,Signs and symptoms,serious
Inability to complete tasks,Inability to complete tasks,,,,both,Signs and symptoms,normal
Inability to pass flatus,Inability to pass gas,,,,both,Signs and symptoms,normal
Inability to remember important aspects of a traumatic experience,Difficulty remembering traumatic experiences,,,,both,Signs and symptoms,normal
Inability to stop drinking alcohol,Inability to stop drinking alcohol,,,,both,Signs and symptoms,normal
Inability to stop flow of urine,Inability to stop flow of urine,,,,both,Signs and symptoms,normal
Increased abdominal girth,Increased abdominal size,,,,both,Signs and symptoms,normal
Increased appetite,Increased appetite,,,,both,Signs and symptoms,normal
Increased expiratory phase,Increased expiratory phase,,,,both,Signs and symptoms,serious
Increased libido,Increased sex drive,,,,both,Signs and symptoms,normal
Increased masseter reflex,Jaw jerk,,,,both,Signs and symptoms,normal
Increased need in sexual experiences or sensations to attain desired effect,Increased need in sexual experiences or sensations to attain desired effect,,,,both,Signs and symptoms,normal
Increased palatine reflex,Increased palatine reflex,,,,both,Signs and symptoms,normal
Increased pharyngeal reflex,Increased pharyngeal reflex,,,,both,Signs and symptoms,normal
Increased thirst,Increased thirst,,,,both,Signs and symptoms,normal
Insect bite or sting,Insect bite or sting,,,,both,Signs and symptoms,normal
Insomnia,Insomnia,,,,both,Signs and symptoms,normal
Intense,"Intense, non-committal relationships", non-committal relationships,,,both,Signs and symptoms,normal
Intermittent urine flow,Intermittent urine flow,,,,male,Signs and symptoms,normal
Interosseous muscles atrophy,"Interosseous muscles atrophy, feet", feet,,,both,Signs and symptoms,normal
Interosseous muscles atrophy,"Interosseous muscles atrophy, hands", hands,,,both,Signs and symptoms,normal
Intraretinal microvascular abnormalities,Intraretinal microvascular abnormalities,,,,both,Signs and symptoms,normal
Iris neovascularization,Iris neovascularization,,,,both,Signs and symptoms,normal
Irregular menstruations,Irregular periods,,,,female,Signs and symptoms,normal
Irritability,Irritability,,,,both,Signs and symptoms,normal
Irritability,Irritable when unable to have sex, when unable to engage in sexual activities,,,both,Signs and symptoms,normal
Itching after a hot shower or bath,Itchy skin after a hot shower or bath,,,,both,Signs and symptoms,normal
Itching around anus,Itchy anus,,,,both,Signs and symptoms,normal
Itching eye,Itchy eye,,,,both,Signs and symptoms,normal
Itching inside ear,Itchy inner ear,,,,both,Signs and symptoms,normal
Itching nose or throat,Itchy nose or throat,,,,both,Signs and symptoms,normal
Jacobsohn sign,Finger flexion when tapping distal base of radius bone,,,,both,Signs and symptoms,normal
Janeway lesion,Janeway lesion,,,,both,Signs and symptoms,normal
Jaundice,Yellow skin,,,,both,Signs and symptoms,serious
Jaundice,Yellow skin after physical activity, following intense physical exertion,,,both,Signs and symptoms,serious
Jaundice,Yellow skin during infectious disease, during infectious disease,,,both,Signs and symptoms,serious
Jaundice,Yellow skin during times of increased stress, stress-related,,,both,Signs and symptoms,serious
Jaw pain,Jaw pain,,,,both,Signs and symptoms,normal
Joint deformation,Deformed joints after an injury, post-traumatic,,,both,Signs and symptoms,emergency
Joint deformation,Joint deformation not associated with recent trauma, non-traumatic,,,both,Signs and symptoms,normal
Joint pain,Ankle pain, ankle,,,both,Signs and symptoms,normal
Joint pain,Big toe pain, hallux,,,both,Signs and symptoms,normal
Joint pain,Elbow pain, elbow,,,both,Signs and symptoms,normal
Joint pain,Hip pain, hip,,,both,Signs and symptoms,normal
Joint pain,Joint pain,,,,both,Signs and symptoms,normal
Joint pain,Joint pain aggravated by cold or damp weather, aggravated by cold or damp weather,,,both,Signs and symptoms,normal
Joint pain,Joint pain worsened by immobility, inflammatory,,,both,Signs and symptoms,normal
Joint pain,Joint pain worsened by movement and improved with rest, mechanical,,,both,Signs and symptoms,normal
Joint pain,Knee pain, knee,,,both,Signs and symptoms,normal
Joint pain,Pain when moving ankle, during ankle movement,,,both,Signs and symptoms,normal
Joint pain,Pain when moving elbow, during elbow movement,,,both,Signs and symptoms,normal
Joint pain,Pain when moving hip, during hip movement,,,both,Signs and symptoms,normal
Joint pain,Pain when moving knee, during knee movement,,,both,Signs and symptoms,normal
Joint pain,Pain when moving shoulder, during shoulder movement,,,both,Signs and symptoms,normal
Joint pain,Pain when moving thumb, during thumb movement,,,both,Signs and symptoms,normal
Joint pain,Pain when moving wrist, during wrist movement,,,both,Signs and symptoms,normal
Joint pain,Pain when pressing joint, tenderness,,,both,Signs and symptoms,normal
Joint pain,Severe joint pain after an injury, severe, after trauma,,both,Signs and symptoms,normal
Joint pain,Shoulder pain, shoulder,,,both,Signs and symptoms,normal
Joint pain,Sudden joint pain, sudden,,,both,Signs and symptoms,normal
Joint pain,Thumb pain, thumb,,,both,Signs and symptoms,normal
Joint pain,Wrist pain, wrist,,,both,Signs and symptoms,normal
Joint stiffness,Joint stiffness disappears after exercise, subsides after exercising,,,both,Signs and symptoms,normal
Joint stiffness,Stiff hands in the morning, hand stiffness in the morning,,,both,Signs and symptoms,normal
Joint stiffness,Stiff joints,,,,both,Signs and symptoms,normal
Kayser–Fleischer ring,Dark rings appearing around the iris of the eye,,,,both,Signs and symptoms,serious
Kernig's sign,Kernig's sign,,,,both,Signs and symptoms,emergency
Knee instability,Unstable knee,,,,both,Signs and symptoms,normal
Koplik's spots,Small white spots surrounded by red ring on the insides of cheeks,,,,both,Signs and symptoms,normal
Kussmaul breathing,"Abnormally deep, laboured, and gasping breathing",,,,both,Signs and symptoms,emergency
Lack of boundaries in interpersonal relations,Lack of boundaries in relationships,,,,both,Signs and symptoms,normal
Lack of initiative,"Lack of initiative, motivation, or drive", motivation, or drive,,both,Signs and symptoms,normal
Lateropulsion,Falling or losing gait on one side,,,,both,Signs and symptoms,emergency
Lead-pipe rigidity,Constant muscle stiffness in a limb,,,,both,Signs and symptoms,serious
Lens clouding,Cloudy eyes,,,,both,Signs and symptoms,normal
Leopard-like spots on skin,Brick-coloured spots resembling leopard spots,,,,both,Signs and symptoms,serious
Levine's sign,Levine's sign,,,,both,Signs and symptoms,normal
Lhermitte's sign,Lhermitte's sign,,,,both,Signs and symptoms,normal
Lice eggs or nits on hair shafts,Lice eggs or nits,,,,both,Signs and symptoms,normal
Lisch nodules,Lisch nodules,,,,both,Signs and symptoms,normal
Livedo reticularis,"Blotchy, red-purplish marbling of the skin",,,,both,Signs and symptoms,normal
Local dark retinal blood vessels that lie in folds,Local dark retinal blood vessels that lie in folds,,,,both,Signs and symptoms,normal
Local elevation of retina,Local elevation of retina,,,,both,Signs and symptoms,normal
Local grey discolouration of retina,Local grey discolouration of retina,,,,both,Signs and symptoms,normal
Local retinal undulation,Local retinal undulation,,,,both,Signs and symptoms,normal
Loose dental filling,Loose dental filling,,,,both,Signs and symptoms,normal
Loose tooth unrelated to a tooth exchange,Loose teeth,,,,both,Signs and symptoms,normal
Loss of body hair,Loss of body hair,,,,both,Signs and symptoms,normal
Loss of consciousness,Fainting, transient,,,both,Signs and symptoms,serious
Loss of consciousness,Fainting during exercise, during exercise,,,both,Signs and symptoms,serious
Loss of consciousness,Fainting during prolonged standing, during prolonged standing,,,both,Signs and symptoms,serious
Loss of consciousness,Fainting during stress, under stress,,,both,Signs and symptoms,serious
Loss of consciousness,Fainting in a warm place, in a warm place,,,both,Signs and symptoms,serious
Loss of consciousness,Fainting while sitting or lying down, in a sitting or lying position,,,both,Signs and symptoms,serious
Loss of consciousness,Fainting with loss of bladder or bowel control, with urination or defecation,,,both,Signs and symptoms,emergency_ambulance
Loss of consciousness,Loss of consciousness,,,,both,Signs and symptoms,serious
Loss of consciousness,"Loss of consciousness, more than 1 minute", more than 1 minute,,,both,Signs and symptoms,emergency_ambulance
Loss of interest in activities previously enjoyed,Loss of interest, lasting at least 2 weeks,,,both,Signs and symptoms,normal
Loss of muscle mass,Loss of muscles,,,,both,Signs and symptoms,normal
Loss of muscle mass,Loss of muscles in hands, hands,,,both,Signs and symptoms,normal
Loss of sensation in the face,Loss of feeling in face,,,,both,Signs and symptoms,serious
Loss of sensation in the face,Loss of feeling on only one side of the face, unilateral,,,both,Signs and symptoms,serious
Loss of sense of vibration in distal parts of extremities,Loss of sense of vibration in distal parts of extremities,,,,both,Signs and symptoms,normal
Loss of the lingual papillae,Smooth tongue,,,,both,Signs and symptoms,normal
Loss of vision in the superior quadrant,Loss of vision in the superior quadrant,,,,both,Signs and symptoms,serious
Loss or impairment of proprioception,Loss or impairment of proprioception,,,,both,Signs and symptoms,normal
Loss or impairment of temperature sensation,Loss or impairment of temperature sensation,,,,both,Signs and symptoms,serious
Lost will to live,Lost will to live,,,,both,Signs and symptoms,normal
Low intraocular pressure,"Low intraocular pressure, 4 to 5mmHg difference in affected eye compared to the other eye", 4 to 5mmHg difference in affected eye compared to the other eye,,,both,Signs and symptoms,normal
Low sense of self-worth,Low self-esteem,,,,both,Signs and symptoms,normal
Lower limb pallor,Pale leg,,,,both,Signs and symptoms,serious
Lower limb tenderness,Pain when pressing calf, calf,,,both,Signs and symptoms,normal
Lower limb tenderness,Pain when pressing lower limb,,,,both,Signs and symptoms,normal
Lump in popliteal region,Lump behind knee,,,,both,Signs and symptoms,normal
Lump in scrotum,Lump in scrotum,,,,male,Signs and symptoms,normal
Lying about eating or hiding food,Lying about eating or hiding food,,,,both,Signs and symptoms,normal
Lymph node pain,Painful lymph nodes,,,,both,Signs and symptoms,normal
Major bleeding,Major bleeding,,,,both,Signs and symptoms,emergency_ambulance
Male genital burn,Male genital burn,,,,male,Signs and symptoms,emergency
Male infertility,Male infertility,,,,male,Signs and symptoms,normal
Malocclusions,Malocclusions,,,,both,Signs and symptoms,normal
Mandibular deviation when opening mouth,Jaw shifts to the side when opening mouth,,,,both,Signs and symptoms,normal
Marcus Gunn pupil,Marcus Gunn pupil,,,,both,Signs and symptoms,normal
Mathematics difficulties,Mathematics difficulties,,,,both,Signs and symptoms,normal
Measles rash,Measles rash,,,,both,Signs and symptoms,normal
Mendel-Bekhterev sign,Mendel-Bekhterev sign,,,,both,Signs and symptoms,normal
Menstrual period more than 3 weeks late,Period more than 3 weeks late,,,,female,Signs and symptoms,normal
Mental disturbances exacerbated by stress,Mental disturbances exacerbated by stress,,,,both,Signs and symptoms,normal
Microstomia,Narrow mouth,,,,both,Signs and symptoms,normal
Minor uncontrollable bleeding,Minor uncontrollable bleeding,,,,both,Signs and symptoms,emergency
Miosis,Constricted pupil,,,,both,Signs and symptoms,normal
Miscarriage,Miscarriage,,,,female,Signs and symptoms,normal
Moniz sign,Moniz sign,,,,both,Signs and symptoms,normal
Mood swings,Mood swings,,,,both,Signs and symptoms,normal
Motor retardation,Slowed movements,,,,both,Signs and symptoms,normal
Mouth breathing,Mouth breathing,,,,both,Signs and symptoms,normal
Mouth pain,Pain in mouth,,,,both,Signs and symptoms,normal
Mouth pain,Pain in mouth after eating spicy or acidic food, after eating spicy or acidic food,,,both,Signs and symptoms,normal
Mouth ulcer,Mouth sores,,,,both,Signs and symptoms,normal
Mucosal pallor,Pale mouth or eyelids,,,,both,Signs and symptoms,normal
Mucosal pallor,Sudden paleness of mouth or eyelids, sudden,,,both,Signs and symptoms,serious
Mucous secretion in stool,Mucus in stool,,,,both,Signs and symptoms,normal
Multiple red areas,Multiple red areas larger than 1 cm, larger than 1 cm,,,both,Signs and symptoms,normal
Multiple red changes,Multiple red changes of different sizes, different sizes,,,both,Signs and symptoms,normal
Multiple red spots,Multiple red spots smaller than 1 cm, smaller than 1 cm,,,both,Signs and symptoms,normal
Murphy's sign,Stomach pain on deep inhalation and simultaneous pressing right upper part of abdomen,,,,both,Signs and symptoms,serious
Muscle cramps,Cramps in calves, calf,,,both,Signs and symptoms,normal
Muscle cramps,Muscle cramps,,,,both,Signs and symptoms,normal
Muscle cramps,Nocturnal muscle cramps, nocturnal,,,both,Signs and symptoms,normal
Muscle weakness,General muscle weakness, general,,,both,Signs and symptoms,normal
Muscle weakness,Muscle weakness,,,,both,Signs and symptoms,normal
Myalgia,Muscle pain,,,,both,Signs and symptoms,normal
Myalgia,Muscle pain after intense physical activity, following intense physical exertion,,,both,Signs and symptoms,normal
Myalgia,Muscle pain triggered by stress, exacerbated by stress,,,both,Signs and symptoms,normal
Mydriasis,Dilated pupils,,,,both,Signs and symptoms,serious
Myringitis,Myringitis,,,,both,Signs and symptoms,normal
Nail clubbing,Enlarged fingertips and nails,,,,both,Signs and symptoms,normal
Nail dystrophy,Distortion or discolouration of nail,,,,both,Signs and symptoms,normal
Nail pain,Sore nail,,,,both,Signs and symptoms,normal
Nasal catarrh,Clear or white nasal discharge, mucoid,,,both,Signs and symptoms,normal
Nasal catarrh,Runny nose,,,,both,Signs and symptoms,normal
Nasal catarrh,Yellow or green nasal discharge, purulent,,,both,Signs and symptoms,normal
Nasal congestion,Stuffy nose,,,,both,Signs and symptoms,normal
Nasal congestion,Stuffy nose lasting between 10 days and 3 months, subacute,,,both,Signs and symptoms,normal
Nasal congestion,Stuffy nose lasting less than 10 days, acute,,,both,Signs and symptoms,normal
Nasal congestion,Stuffy nose lasting more than 3 months, chronic,,,both,Signs and symptoms,normal
Nasal congestion,Stuffy nose worsening after brief improvement, worsens after briefly improving,,,both,Signs and symptoms,normal
Nasal polyps,Polyps in nose,,,,both,Signs and symptoms,normal
Nasal speech,Nasal voice,,,,both,Signs and symptoms,normal
Nausea,Feeling sick or queasy,,,,both,Signs and symptoms,normal
Nausea,Nausea while moving, triggered by movement,,,both,Signs and symptoms,normal
Neck asymmetry,Asymmetrical neck,,,,both,Signs and symptoms,normal
Neck pain,Pain in neck,,,,both,Signs and symptoms,normal
Neck pain,Pain in neck on only one side, unilateral,,,both,Signs and symptoms,normal
Neck pain,Pain in neck when moving head, during head movement,,,both,Signs and symptoms,normal
Neck vein distention,Swollen neck veins,,,,both,Signs and symptoms,normal
Neglecting duties and hobbies due to alcohol,"Neglecting family, work, or hobbies due to alcohol",,,,both,Signs and symptoms,normal
Neglecting duties and hobbies due to sex,"Neglecting family, work, or hobbies due to sex",,,,both,Signs and symptoms,normal
Nervousness or weepiness,Crying or feeling nervous,,,,both,Signs and symptoms,normal
Neurological deficit,New neurological changes lasting more than 24 hours, since more than 24 hours,,,both,Signs and symptoms,normal
Neurological deficit,New neurological changes since less than 24 hours, since less than 24 hours,,,both,Signs and symptoms,emergency_ambulance
Night sweats,Night sweats,,,,both,Signs and symptoms,normal
Nihilistic delusions,Nihilistic delusions,,,,both,Signs and symptoms,normal
Nipple discharge,Leaking from the nipple,,,,female,Signs and symptoms,normal
No contact with COVID-19 case,No contact with COVID-19 positive person,,,,both,Signs and symptoms,normal
No history of inflammatory bowel disease,No history of inflammatory bowel disease,,,,both,Signs and symptoms,normal
No signs of upper respiratory infection,No signs of upper respiratory infection,,,,both,Signs and symptoms,normal
Nocturia,Often urinating at night,,,,both,Signs and symptoms,normal
Nodule located in breast,Lump in the breast,,,,female,Signs and symptoms,normal
Non-stop alcohol consumption for several days,Constantly drinking alcohol for several days,,,,both,Signs and symptoms,normal
Nonmenstrual vaginal bleeding or spotting,Vaginal bleeding not associated with period,,,,female,Signs and symptoms,normal
Normal body temperature,Normal body temperature,,,,both,Signs and symptoms,normal
Normal heart rate,Normal pulse,,,,both,Signs and symptoms,normal
Normal lung sounds on auscultation,Normal lung sounds on auscultation,,,,both,Signs and symptoms,normal
Normal vital signs,Normal vital signs,,,,both,Signs and symptoms,normal
Nose pain,Painful nose,,,,both,Signs and symptoms,normal
Nosebleed,Bleeding from nose,,,,both,Signs and symptoms,normal
Nosebleed,One episode of bleeding from nose, single episode,,,both,Signs and symptoms,normal
Nosebleed,Recurrent bleeding from nose, recurrent,,,both,Signs and symptoms,normal
Numbness of tongue,Loss of feeling in tongue,,,,both,Signs and symptoms,normal
Numerous nevi,Many moles or birthmarks,,,,both,Signs and symptoms,normal
Nystagmus,Horizontal nystagmus, horizontal,,,both,Signs and symptoms,serious
Nystagmus,Nystagmus,,,,both,Signs and symptoms,normal
Obsessions,Compulsive thoughts, compulsive thoughts,,,both,Signs and symptoms,normal
Obsessions,Dark thoughts, intrusive thoughts,,,both,Signs and symptoms,normal
Obsessions,Obsessions,,,,both,Signs and symptoms,normal
Ocular bulb rotation laterally and downward,Eye rotation sideways and downward,,,,both,Signs and symptoms,serious
Ocular motility disorder,Difficulty moving eyes,,,,both,Signs and symptoms,serious
Oculomotor nerve palsy,Oculomotor nerve palsy,,,,both,Signs and symptoms,emergency
Odynophagia,Painful swallowing,,,,both,Signs and symptoms,normal
Oily skin,Greasy or oily skin,,,,both,Signs and symptoms,normal
Oligomenorrhea,Infrequent menstrual periods,,,,female,Signs and symptoms,normal
Oliguria,Urinating less than usual,,,,both,Signs and symptoms,normal
Opacified tympanic membrane,Opacified tympanic membrane,,,,both,Signs and symptoms,normal
Open comedones,Blackheads,,,,both,Signs and symptoms,normal
Oppenheim's sign,Oppenheim's sign,,,,both,Signs and symptoms,emergency
Optic disc neovascularization,Optic disc neovascularization,,,,both,Signs and symptoms,normal
Optic nerve disc pallor,Optic nerve disc pallor,,,,both,Signs and symptoms,normal
Oral lesions,"Change in location, size, or shape of lesions in the mouth", changes in the location, size, or shape,both,Signs and symptoms,normal
Oral lesions,Lesions in mouth with raised borders, well demarcated borders,,,both,Signs and symptoms,normal
Oral lesions,Multiple lesions in the mouth, multiple,,,both,Signs and symptoms,normal
Oral lesions,Recurrent lesions in the mouth, recurrent,,,both,Signs and symptoms,normal
Oral lesions,Red lesions in the mouth, red,,,both,Signs and symptoms,normal
Oral lesions,White patches inside the mouth, white plaques,,,both,Signs and symptoms,normal
Orbicularis oris muscle spasm,Orbicularis oris muscle spasm,,,,both,Signs and symptoms,normal
Organic cause,Organic cause,,,,both,Signs and symptoms,normal
Orthostatic hypotension,Dizzy or lightheaded after standing up,,,,both,Signs and symptoms,normal
Osler nodes,Osler nodes,,,,both,Signs and symptoms,normal
Other type of contact with COVID-19 case,Other type of contact with COVID-19 positive person,,,,both,Signs and symptoms,normal
Ovarian enlargement,Ovarian enlargement,,,,female,Signs and symptoms,normal
Overbite,Overbite,,,,both,Signs and symptoms,normal
Overworked,Working too much,,,,both,Signs and symptoms,normal
Pain behind ear,Pain behind ear,,,,both,Signs and symptoms,normal
Pain caused by firm pressure on tibia,Pain caused by firm pressure on tibia,,,,both,Signs and symptoms,normal
Pain in both lower limbs,Pain in both feet, both feet,,,both,Signs and symptoms,normal
Pain in both lower limbs,Pain in both lower limbs,,,,both,Signs and symptoms,normal
Pain in both lower limbs,Pain in both lower limbs with stocking distribution, stocking distribution,,,both,Signs and symptoms,normal
Pain in both upper limbs,Pain in both hands, both hands,,,both,Signs and symptoms,normal
Pain in both upper limbs,Pain in both upper limbs,,,,both,Signs and symptoms,normal
Pain in front of ear,Pain in front of ear,,,,both,Signs and symptoms,normal
Pain in groin during coughing,"Pain in groin during coughing, sneezing, laughing, or physical exercises", sneezing, laughing, or physical exercises,both,Signs and symptoms,serious
Pain in lower limb,Limping due to pain, limping due to pain,,,both,Signs and symptoms,normal
Pain in lower limb,Pain in lower limb,,,,both,Signs and symptoms,normal
Pain in lower limb,Severe pain in lower limb, severe,,,both,Signs and symptoms,normal
Pain in lower limb,Shin pain, shin,,,both,Signs and symptoms,normal
Pain in lower limb,Thigh pain, thigh,,,both,Signs and symptoms,normal
Pain in temporomandibular joint during movement,Pain in jaw during movement,,,,both,Signs and symptoms,normal
Pain in upper limb,Pain in forearm, forearm,,,both,Signs and symptoms,normal
Pain in upper limb,Pain in hand or fingers, hand or fingers,,,both,Signs and symptoms,normal
Pain in upper limb,Pain in one finger, one finger,,,both,Signs and symptoms,normal
Pain in upper limb,Pain in upper limb,,,,both,Signs and symptoms,normal
Pain in upper limb,Severe pain in upper limb, severe,,,both,Signs and symptoms,normal
Pain near eye socket,Pain around or behind eye,,,,both,Signs and symptoms,normal
Painful defecation,Pain when defecating,,,,both,Signs and symptoms,normal
Painful ejaculation,Pain when ejaculating,,,,male,Signs and symptoms,serious
Painful intercourse,Painful sex,,,,female,Signs and symptoms,normal
Painful urination,Pain when urinating,,,,both,Signs and symptoms,normal
Palatine petechiae,Pinpoint-size red dots on soft part of roof of mouth,,,,both,Signs and symptoms,normal
Pale and brittle nails,Pale and brittle nails,,,,both,Signs and symptoms,normal
Pale or clay-coloured stool,Pale or clay-coloured stool,,,,both,Signs and symptoms,normal
Pale skin,Pale fingers, fingers,,,both,Signs and symptoms,normal
Pale skin,Pale skin,,,,both,Signs and symptoms,normal
Palpitations,Palpitations,,,,both,Signs and symptoms,normal
Palpitations,Palpitations lasting more than 5 minutes, lasting more than 5 minutes,,,both,Signs and symptoms,serious
Palpitations,Recurrent palpitations, recurrent,,,both,Signs and symptoms,normal
Panic attacks in public or when talking to strangers,Panic attacks in public or when talking to strangers,,,,both,Signs and symptoms,normal
Papilledema,Papilledema,,,,both,Signs and symptoms,normal
Paralogical thinking,Paralogical thinking,,,,both,Signs and symptoms,normal
Paranasal sinuses tenderness,Paranasal sinuses tender to palpation,,,,both,Signs and symptoms,normal
Paraphimosis,Retracted foreskin,,,,male,Signs and symptoms,emergency
Paraspinal muscle tenderness,Paraspinal muscle tenderness,,,,both,Signs and symptoms,normal
Paresis,Ascending muscle weakness, ascending,,,both,Signs and symptoms,serious
Paresis,Difficulty moving both lower limbs, both lower limbs,,,both,Signs and symptoms,normal
Paresis,Difficulty moving both upper limbs, both upper limbs,,,both,Signs and symptoms,normal
Paresis,Difficulty moving one lower limb, one lower limb,,,both,Signs and symptoms,normal
Paresis,Difficulty moving one upper limb, one upper limb,,,both,Signs and symptoms,normal
Paresis,Limb weakness, limbs,,,both,Signs and symptoms,normal
Paresis,Limb weakness lasting between 24 hours and 4 weeks, limbs, lasting between 24 hours and 4 weeks,,both,Signs and symptoms,normal
Paresis,Limb weakness lasting less than 24 hours, limbs, lasting less than 24 hours,,both,Signs and symptoms,normal
Paresis,Limb weakness lasting more than 4 weeks, limbs, lasting more than 4 weeks,,both,Signs and symptoms,normal
Paresis,Localised muscle weakness, localised,,,both,Signs and symptoms,normal
Paresis,"Paresis, limbs, other", limbs, other,,both,Signs and symptoms,serious
Paresis,Weakness of all limbs, limbs, tetraparesis,,both,Signs and symptoms,normal
Paresis,Weakness of one side of the body, hemiparesis,,,both,Signs and symptoms,serious
Paresthesia,Ascending tingling or numbness, ascending,,,both,Signs and symptoms,normal
Paresthesia,Face tingling or numbness, face,,,both,Signs and symptoms,normal
Paresthesia,Feet tingling or numbness, both feet,,,both,Signs and symptoms,normal
Paresthesia,Foot tingling or numbness, one foot,,,both,Signs and symptoms,normal
Paresthesia,Sudden onset of tingling or numbness, sudden onset,,,both,Signs and symptoms,normal
Paresthesia,Tingling and numbness of lower limbs, lower limbs,,,both,Signs and symptoms,normal
Paresthesia,Tingling and numbness of upper limbs, upper limbs,,,both,Signs and symptoms,normal
Paresthesia,Tingling or numbness,,,,both,Signs and symptoms,normal
Paresthesia,Tingling or numbness around the mouth, around the mouth,,,both,Signs and symptoms,normal
Paresthesia,Tingling or numbness in one lower limb, one lower limb,,,both,Signs and symptoms,normal
Paresthesia,Tingling or numbness of both lower limbs, both lower limbs,,,both,Signs and symptoms,normal
Paresthesia,Tingling or numbness of both upper limbs, both upper limbs,,,both,Signs and symptoms,normal
Paresthesia,Tingling or numbness of one upper limb, one upper limb,,,both,Signs and symptoms,normal
Paresthesia in both upper limbs,"Paresthesia in both upper limbs, glove distribution", glove distribution,,,both,Signs and symptoms,normal
Paresthesias,Symmetrical paresthesias, symmetrical,,,both,Signs and symptoms,normal
Parotid swelling,Parotid swelling,,,,both,Signs and symptoms,serious
Past appendectomy,Appendix removal in the past,,,,both,Other,normal
Past cholecystectomy,Gallbladder removal in the past,,,,both,Other,normal
Pathologic fractures,Broken bone not caused by trauma,,,,both,Signs and symptoms,normal
Pencil-thin stools,Pencil-thin stools,,,,both,Signs and symptoms,serious
Penile itching,Itchy penis,,,,male,Signs and symptoms,normal
Pericardial friction rub,Pericardial friction rub,,,,both,Signs and symptoms,normal
Perionychial pain,Pain of the skin around the nail,,,,both,Signs and symptoms,normal
Periorbital ecchymosis,Bruising around the eyes,,,,both,Signs and symptoms,serious
Perseveration,Perseveration,,,,both,Signs and symptoms,serious
Personality changes,Personality changes,,,,both,Signs and symptoms,normal
Petechiae,Small red spots not fading under pressure,,,,both,Signs and symptoms,normal
Pharyngeal erythema,Red throat,,,,both,Signs and symptoms,normal
Pharyngeal pain,One-sided sore throat, unilateral,,,both,Signs and symptoms,normal
Pharyngeal pain,Sore throat,,,,both,Signs and symptoms,normal
Pharyngeal swelling,Throat swelling,,,,both,Signs and symptoms,normal
Phimosis,Difficulty retracting foreskin,,,,male,Signs and symptoms,normal
Phobia,Irrational fear,,,,both,Signs and symptoms,normal
Physical injury,Injury,,,,both,Other,normal
Physical injury,Injury to self or others after drinking alcohol, to self or others after drinking alcohol,,,both,Signs and symptoms,normal
Pleural effusion,Pleural effusion,,,,both,Signs and symptoms,serious
Pleural friction rub,Pleural friction rub,,,,both,Signs and symptoms,normal
Pleuritic chest pain,Sudden and sharp chest pain after an injury, after trauma,,,both,Signs and symptoms,emergency
Polyuria,Passing more urine than usual in a day,,,,both,Signs and symptoms,normal
Poor personal hygiene,Poor personal hygiene,,,,both,Signs and symptoms,normal
Positive allergy challenge,Positive allergy challenge,,,,both,Signs and symptoms,normal
Positive prick or patch skin allergy test,Positive prick or patch skin allergy test,,,,both,Signs and symptoms,normal
Possible rabies exposure,Possible rabies exposure,,,,both,Signs and symptoms,serious
Postnasal drip,Mucus dripping at the back of the throat,,,,both,Signs and symptoms,normal
Premature greying,Premature greying,,,,both,Signs and symptoms,normal
Preoccupation with food,Preoccupation with food,,,,both,Signs and symptoms,normal
Presence of neurofibromas,Presence of neurofibromas,,,,both,Signs and symptoms,normal
Pretibial myxedema,Pretibial myxedema,,,,both,Signs and symptoms,normal
Priapism,Prolonged erection,,,,male,Signs and symptoms,serious
Problems with everyday tasks,"Problems with everyday tasks such as washing, eating, or dressing",,,,both,Signs and symptoms,normal
Prolonged bleeding time,Prolonged bleeding time,,,,both,Signs and symptoms,normal
Prolonged nighttime sleep,Prolonged nighttime sleep,,,,both,Signs and symptoms,normal
Prostate enlargement,Prostate enlargement,,,,male,Signs and symptoms,serious
