,id,name,common_name,sex_filter,category,seriousness
626,s_65,Halitosis,Bad breath,both,Signs and symptoms,normal
627,s_686,Hallucinations,Hallucinations,both,Signs and symptoms,emergency
628,s_682,"Hallucinations, auditory",Auditory hallucinations,both,Signs and symptoms,emergency
629,s_683,"Hallucinations, gustatory",Gustatory hallucinations,both,Signs and symptoms,emergency
630,s_684,"Hallucinations, olfactory",Olfactory hallucinations,both,Signs and symptoms,emergency
631,s_685,"Hallucinations, tactile",Tactile hallucinations,both,Signs and symptoms,emergency
632,s_681,"Hallucinations, visual",Visual hallucinations,both,Signs and symptoms,emergency
633,s_2041,Halos around lights,Halos around lights,both,Signs and symptoms,normal
634,s_1246,Hard lump in inguinal region,Hard lump in groin,both,Signs and symptoms,normal
635,s_1248,"Hard lump in inguinal region, dark or bluish discolouration",Dark or bluish hard lump in groin,both,Signs and symptoms,serious
636,s_1247,"Hard lump in inguinal region, irreducible",Lump in groin cannot be pushed back in groin,both,Signs and symptoms,normal
637,s_1249,"Hard lump in inguinal region, tender",Painful hard lump in groin,both,Signs and symptoms,serious
638,s_1346,Hard retinal exudates,Hard retinal exudates,both,Signs and symptoms,normal
639,s_191,Head drop,Head drop,both,Signs and symptoms,serious
640,s_1230,Head tilt in order to avoid diplopia,Double vision improves while tilting head,both,Signs and symptoms,serious
641,s_85,Head tremors,Head tremors,both,Signs and symptoms,normal
642,s_21,Headache,Headache,both,Signs and symptoms,normal
643,s_1535,"Headache, chronic",Headaches history longer than 3 months,both,Signs and symptoms,normal
644,s_1901,"Headache, chronic, lasting 3 to 7 days",Headache attacks lasting 3 to 7 days,both,Signs and symptoms,normal
645,s_1870,"Headache, chronic, lasting 4 to 72 hours",Headache attack lasting 4 to 72 hours,both,Signs and symptoms,normal
646,s_1868,"Headache, chronic, lasting 5 minutes to 4 hours",Headache lasting between 5 minutes and 4 hours,both,Signs and symptoms,normal
647,s_1907,"Headache, chronic, lasting less than 5 minutes",Headache lasting less than 5 minutes,both,Signs and symptoms,normal
648,s_1762,"Headache, exacerbated by increased stress",Headache worsened by stress,both,Signs and symptoms,normal
649,s_1871,"Headache, exacerbated by physical activity",Headache worsened by physical activity,both,Signs and symptoms,normal
650,s_625,"Headache, exacerbated by tilting head forwards",Headache worsened by tilting head forward,both,Signs and symptoms,normal
651,s_1864,"Headache, excruciating",Worst headache ever,both,Signs and symptoms,emergency
652,s_1349,"Headache, forehead",Headache located near the forehead,both,Signs and symptoms,normal
653,s_24,"Headache, generalized",Headache located all over head,both,Signs and symptoms,normal
654,s_604,"Headache, lancinating",Stabbing headache,both,Signs and symptoms,normal
655,s_1780,"Headache, mild",Mild headache,both,Signs and symptoms,normal
656,s_1781,"Headache, moderate",Moderate headache,both,Signs and symptoms,normal
657,s_970,"Headache, occipital",Headache located at back of head,both,Signs and symptoms,normal
658,s_23,"Headache, pressing",Pressing or squeezing headache,both,Signs and symptoms,normal
659,s_25,"Headache, pulsating",Pulsing headache,both,Signs and symptoms,normal
660,s_1912,"Headache, recent",Headaches history shorter than 3 months,both,Signs and symptoms,normal
661,s_2190,"Headache, recent, lasting 1 to 24 hours",Headache lasting between 1 hour and 1 day,both,Signs and symptoms,normal
662,s_2189,"Headache, recent, lasting less than 1 hour",Headache lasting less than 1 hour,both,Signs and symptoms,normal
663,s_2191,"Headache, recent, lasting more than 1 day",Headache lasting for more than 1 day,both,Signs and symptoms,normal
664,s_605,"Headache, series over a period of time",Series of headaches,both,Signs and symptoms,normal
665,s_1193,"Headache, severe",Severe headache,both,Signs and symptoms,normal
666,s_1905,"Headache, sudden onset",Sudden headache,both,Signs and symptoms,normal
667,s_1911,"Headache, temporal region",Headache located over the temples,both,Signs and symptoms,normal
668,s_22,"Headache, unilateral",Headache located on only one side,both,Signs and symptoms,normal
669,s_799,"Headache, worse in the morning",Morning headache,both,Signs and symptoms,normal
670,s_841,Hearing voices arguing,Hearing voices arguing,both,Signs and symptoms,emergency
671,s_840,Hearing voices commenting,Hearing voices commenting,both,Signs and symptoms,emergency
672,s_338,Heartburn,Heartburn,both,Signs and symptoms,normal
673,s_273,Heavy legs at the end of the day,Heavy legs at the end of the day,both,Signs and symptoms,normal
674,s_158,Heavy or prolonged menstrual periods,Heavy or prolonged periods,female,Signs and symptoms,normal
675,s_1922,Heel drop test,Stomach pain after dropping hard on heels,both,Signs and symptoms,emergency
676,s_1170,Hemarthrosis,Bleeding into joints,both,Signs and symptoms,normal
677,s_306,Hematemesis,Vomiting blood,both,Signs and symptoms,emergency
678,s_814,Hemianopsia bitemporalis,Hemianopsia bitemporalis,both,Signs and symptoms,serious
679,s_116,Hemoptysis,Coughing up blood,both,Signs and symptoms,emergency
680,s_1051,Hepatomegaly,Hepatomegaly,both,Signs and symptoms,normal
681,s_2546,Heterochromic irides,Different eye colours,both,Signs and symptoms,normal
682,s_1295,Hiccups,Hiccups,both,Signs and symptoms,normal
683,s_1108,High-arched palate,High-arched palate,both,Signs and symptoms,normal
684,s_147,History of anemia,History of anemia,both,Signs and symptoms,normal
685,s_757,Holster sign,Redness on hips or sides of thighs,both,Signs and symptoms,normal
686,s_957,Homonymous hemianopsia,Visual field loss on the same side of both eyes,both,Signs and symptoms,normal
687,s_373,Honey-coloured crust on the skin,Honey-coloured scabs on the skin,both,Signs and symptoms,normal
688,s_280,Hot flashes,Hot flashes,both,Signs and symptoms,normal
689,s_1481,Hyperalgesia,Hyperalgesia,both,Signs and symptoms,normal
690,s_760,Hyperkeratosis on hands,Thickened and cracked skin on hands,both,Signs and symptoms,normal
691,s_1891,Hypersensitivity to smells,Oversensitivity to smells,both,Signs and symptoms,normal
692,s_1150,Hypersensitivity to sound,Oversensitivity to sound,both,Signs and symptoms,normal
693,s_679,Hypochondriacal delusions,Hypochondriacal delusions,both,Signs and symptoms,normal
694,s_1876,Hypomenorrhea,Short or scanty periods,female,Signs and symptoms,normal
695,s_180,Hypopigmentation of the skin,Lightening of the skin,both,Signs and symptoms,normal
696,s_570,Hypopyon,Collection of pus in front of the eye,both,Signs and symptoms,serious
697,s_533,Hypotension,Low blood pressure,both,Signs and symptoms,normal
698,s_842,Ignoring consequences and social norms,Ignoring consequences and social norms,both,Signs and symptoms,normal
699,s_341,Illusion of surroundings being bigger or smaller than they actually are,Illusion of surroundings being bigger or smaller than they actually are,both,Signs and symptoms,normal
700,s_317,Impaired balance while walking,Stumbling or losing balance while walking,both,Signs and symptoms,normal
701,s_631,Impaired concentration,Poor concentration,both,Signs and symptoms,normal
702,s_1241,Impaired downward eye motion,Difficulty looking down,both,Signs and symptoms,serious
703,s_1227,Impaired lateral eye motion,Difficulty looking sideways away from the nose,both,Signs and symptoms,serious
704,s_1240,Impaired medial eye motion,Difficulty looking inwards towards the nose,both,Signs and symptoms,serious
705,s_316,Impaired memory,Impaired memory,both,Signs and symptoms,normal
706,s_825,"Impaired memory, alcohol-related amnesia",Alcohol-related amnesia,both,Signs and symptoms,normal
707,s_619,"Impaired memory, finding everyday objects",Difficulty finding everyday objects,both,Signs and symptoms,normal
708,s_830,"Impaired memory, short-term",Impaired short-term memory,both,Signs and symptoms,normal
709,s_1095,Impaired smell,Inability to smell properly,both,Signs and symptoms,normal
710,s_716,Impaired social functioning,"Difficulty functioning at home, work, or school",both,Signs and symptoms,normal
711,s_1239,Impaired upward eye motion,Difficulty looking up,both,Signs and symptoms,serious
712,s_320,Impaired vision,Visual impairment,both,Signs and symptoms,normal
713,s_2464,"Impaired vision, bilateral",Visual impairment in both eyes,both,Signs and symptoms,normal
714,s_1819,"Impaired vision, one eye",Visual impairment in one eye,both,Signs and symptoms,serious
715,s_1818,"Impaired vision, recent onset",Recent visual impairment,both,Signs and symptoms,serious
716,s_1146,"Impaired vision, temple pain on side with vision problem",Temple pain on side with visual impairment,both,Signs and symptoms,serious
717,s_1384,Impulsive behaviour,Impulsive behaviour,both,Signs and symptoms,normal
718,s_2086,"Inability to bear weight, after trauma",Inability to stand on either foot after injury,both,Signs and symptoms,serious
719,s_1385,Inability to complete tasks,Inability to complete tasks,both,Signs and symptoms,normal
720,s_1551,Inability to pass flatus,Inability to pass gas,both,Signs and symptoms,normal
721,s_711,Inability to remember important aspects of a traumatic experience,Difficulty remembering traumatic experiences,both,Signs and symptoms,normal
722,s_150,Inability to stop drinking alcohol,Inability to stop drinking alcohol,both,Signs and symptoms,normal
723,s_223,Inability to stop flow of urine,Inability to stop flow of urine,both,Signs and symptoms,normal
724,s_277,Increased abdominal girth,Increased abdominal size,both,Signs and symptoms,normal
725,s_311,Increased appetite,Increased appetite,both,Signs and symptoms,normal
726,s_1488,Increased expiratory phase,Increased expiratory phase,both,Signs and symptoms,serious
727,s_421,Increased libido,Increased sex drive,both,Signs and symptoms,normal
728,s_991,Increased masseter reflex,Jaw jerk,both,Signs and symptoms,normal
729,s_361,Increased need in sexual experiences or sensations to attain desired effect,Increased need in sexual experiences or sensations to attain desired effect,both,Signs and symptoms,normal
730,s_1278,Increased palatine reflex,Increased palatine reflex,both,Signs and symptoms,normal
731,s_1279,Increased pharyngeal reflex,Increased pharyngeal reflex,both,Signs and symptoms,normal
732,s_310,Increased thirst,Increased thirst,both,Signs and symptoms,normal
733,s_506,Insect bite or sting,Insect bite or sting,both,Signs and symptoms,normal
734,s_917,Insomnia,Insomnia,both,Signs and symptoms,normal
735,s_1383,"Intense, non-committal relationships","Intense, non-committal relationships",both,Signs and symptoms,normal
736,s_358,Intermittent urine flow,Intermittent urine flow,male,Signs and symptoms,normal
737,s_1084,"Interosseous muscles atrophy, feet","Interosseous muscles atrophy, feet",both,Signs and symptoms,normal
738,s_1083,"Interosseous muscles atrophy, hands","Interosseous muscles atrophy, hands",both,Signs and symptoms,normal
739,s_1416,Intraretinal microvascular abnormalities,Intraretinal microvascular abnormalities,both,Signs and symptoms,normal
740,s_1411,Iris neovascularization,Iris neovascularization,both,Signs and symptoms,normal
741,s_1440,Irregular menstruations,Irregular periods,female,Signs and symptoms,normal
742,s_540,Irritability,Irritability,both,Signs and symptoms,normal
743,s_80,"Irritability, when unable to engage in sexual activities",Irritable when unable to have sex,both,Signs and symptoms,normal
744,s_614,Itching after a hot shower or bath,Itchy skin after a hot shower or bath,both,Signs and symptoms,normal
745,s_249,Itching around anus,Itchy anus,both,Signs and symptoms,normal
746,s_1563,Itching eye,Itchy eye,both,Signs and symptoms,normal
747,s_255,Itching inside ear,Itchy inner ear,both,Signs and symptoms,normal
748,s_252,Itching nose or throat,Itchy nose or throat,both,Signs and symptoms,normal
749,s_1271,Jacobsohn sign,Finger flexion when tapping distal base of radius bone,both,Signs and symptoms,normal
750,s_1718,Janeway lesion,Janeway lesion,both,Signs and symptoms,normal
751,s_332,Jaundice,Yellow skin,both,Signs and symptoms,serious
752,s_336,"Jaundice, during infectious disease",Yellow skin during infectious disease,both,Signs and symptoms,serious
753,s_335,"Jaundice, following intense physical exertion",Yellow skin after physical activity,both,Signs and symptoms,serious
754,s_334,"Jaundice, stress-related",Yellow skin during times of increased stress,both,Signs and symptoms,serious
755,s_1961,Jaw pain,Jaw pain,both,Signs and symptoms,normal
756,s_359,"Joint deformation, non-traumatic",Joint deformation not associated with recent trauma,both,Signs and symptoms,normal
757,s_2087,"Joint deformation, post-traumatic",Deformed joints after an injury,both,Signs and symptoms,emergency
758,s_44,Joint pain,Joint pain,both,Signs and symptoms,normal
759,s_576,"Joint pain, aggravated by cold or damp weather",Joint pain aggravated by cold or damp weather,both,Signs and symptoms,normal
760,s_1621,"Joint pain, ankle",Ankle pain,both,Signs and symptoms,normal
761,s_1623,"Joint pain, during ankle movement",Pain when moving ankle,both,Signs and symptoms,normal
762,s_1634,"Joint pain, during elbow movement",Pain when moving elbow,both,Signs and symptoms,normal
763,s_1823,"Joint pain, during hip movement",Pain when moving hip,both,Signs and symptoms,normal
764,s_1610,"Joint pain, during knee movement",Pain when moving knee,both,Signs and symptoms,normal
765,s_1805,"Joint pain, during shoulder movement",Pain when moving shoulder,both,Signs and symptoms,normal
766,s_1641,"Joint pain, during thumb movement",Pain when moving thumb,both,Signs and symptoms,normal
767,s_1636,"Joint pain, during wrist movement",Pain when moving wrist,both,Signs and symptoms,normal
768,s_1632,"Joint pain, elbow",Elbow pain,both,Signs and symptoms,normal
769,s_79,"Joint pain, hallux",Big toe pain,both,Signs and symptoms,normal
770,s_11,"Joint pain, hip",Hip pain,both,Signs and symptoms,normal
771,s_2299,"Joint pain, inflammatory",Joint pain worsened by immobility,both,Signs and symptoms,normal
772,s_581,"Joint pain, knee",Knee pain,both,Signs and symptoms,normal
773,s_2298,"Joint pain, mechanical",Joint pain worsened by movement and improved with rest,both,Signs and symptoms,normal
774,s_41,"Joint pain, severe, after trauma",Severe joint pain after an injury,both,Signs and symptoms,normal
775,s_1654,"Joint pain, shoulder",Shoulder pain,both,Signs and symptoms,normal
776,s_1201,"Joint pain, sudden",Sudden joint pain,both,Signs and symptoms,normal
777,s_1656,"Joint pain, tenderness",Pain when pressing joint,both,Signs and symptoms,normal
778,s_1639,"Joint pain, thumb",Thumb pain,both,Signs and symptoms,normal
779,s_1430,"Joint pain, wrist",Wrist pain,both,Signs and symptoms,normal
780,s_575,Joint stiffness,Stiff joints,both,Signs and symptoms,normal
781,s_258,"Joint stiffness, hand stiffness in the morning",Stiff hands in the morning,both,Signs and symptoms,normal
782,s_259,"Joint stiffness, subsides after exercising",Joint stiffness disappears after exercise,both,Signs and symptoms,normal
783,s_1472,Kayser–Fleischer ring,Dark rings appearing around the iris of the eye,both,Signs and symptoms,serious
784,s_1689,Kernig's sign,Kernig's sign,both,Signs and symptoms,emergency
785,s_1745,Knee instability,Unstable knee,both,Signs and symptoms,normal
786,s_664,Koplik's spots,Small white spots surrounded by red ring on the insides of cheeks,both,Signs and symptoms,normal
787,s_1451,Kussmaul breathing,"Abnormally deep, laboured, and gasping breathing",both,Signs and symptoms,emergency
788,s_778,Lack of boundaries in interpersonal relations,Lack of boundaries in relationships,both,Signs and symptoms,normal
789,s_1006,"Lack of initiative, motivation, or drive","Lack of initiative, motivation, or drive",both,Signs and symptoms,normal
790,s_964,Lateropulsion,Falling or losing gait on one side,both,Signs and symptoms,emergency
791,s_1282,Lead-pipe rigidity,Constant muscle stiffness in a limb,both,Signs and symptoms,serious
792,s_550,Lens clouding,Cloudy eyes,both,Signs and symptoms,normal
793,s_666,Leopard-like spots on skin,Brick-coloured spots resembling leopard spots,both,Signs and symptoms,serious
794,s_1378,Levine's sign,Levine's sign,both,Signs and symptoms,normal
795,s_1054,Lhermitte's sign,Lhermitte's sign,both,Signs and symptoms,normal
796,s_1793,Lice eggs or nits on hair shafts,Lice eggs or nits,both,Signs and symptoms,normal
797,s_1324,Lisch nodules,Lisch nodules,both,Signs and symptoms,normal
798,s_763,Livedo reticularis,"Blotchy, red-purplish marbling of the skin",both,Signs and symptoms,normal
799,s_1407,Local dark retinal blood vessels that lie in folds,Local dark retinal blood vessels that lie in folds,both,Signs and symptoms,normal
800,s_1405,Local elevation of retina,Local elevation of retina,both,Signs and symptoms,normal
801,s_1406,Local grey discolouration of retina,Local grey discolouration of retina,both,Signs and symptoms,normal
802,s_1408,Local retinal undulation,Local retinal undulation,both,Signs and symptoms,normal
803,s_2453,Loose dental filling,Loose dental filling,both,Signs and symptoms,normal
804,s_228,Loose tooth unrelated to a tooth exchange,Loose teeth,both,Signs and symptoms,normal
805,s_1115,Loss of body hair,Loss of body hair,both,Signs and symptoms,normal
806,s_1543,Loss of consciousness,Loss of consciousness,both,Signs and symptoms,serious
807,s_2472,"Loss of consciousness, during exercise",Fainting during exercise,both,Signs and symptoms,serious
808,s_2468,"Loss of consciousness, during prolonged standing",Fainting during prolonged standing,both,Signs and symptoms,serious
809,s_2471,"Loss of consciousness, in a sitting or lying position",Fainting while sitting or lying down,both,Signs and symptoms,serious
810,s_2474,"Loss of consciousness, in a warm place",Fainting in a warm place,both,Signs and symptoms,serious
811,s_2303,"Loss of consciousness, more than 1 minute","Loss of consciousness, more than 1 minute",both,Signs and symptoms,emergency_ambulance
812,s_2302,"Loss of consciousness, transient",Fainting,both,Signs and symptoms,serious
813,s_2475,"Loss of consciousness, under stress",Fainting during stress,both,Signs and symptoms,serious
814,s_190,"Loss of consciousness, with urination or defecation",Fainting with loss of bladder or bowel control,both,Signs and symptoms,emergency_ambulance
815,s_287,"Loss of interest in activities previously enjoyed, lasting at least 2 weeks",Loss of interest,both,Signs and symptoms,normal
816,s_622,Loss of muscle mass,Loss of muscles,both,Signs and symptoms,normal
817,s_564,"Loss of muscle mass, hands",Loss of muscles in hands,both,Signs and symptoms,normal
818,s_959,Loss of sensation in the face,Loss of feeling in face,both,Signs and symptoms,serious
819,s_1159,"Loss of sensation in the face, unilateral",Loss of feeling on only one side of the face,both,Signs and symptoms,serious
820,s_1070,Loss of sense of vibration in distal parts of extremities,Loss of sense of vibration in distal parts of extremities,both,Signs and symptoms,normal
821,s_1394,Loss of the lingual papillae,Smooth tongue,both,Signs and symptoms,normal
822,s_1027,Loss of vision in the superior quadrant,Loss of vision in the superior quadrant,both,Signs and symptoms,serious
823,s_746,Loss or impairment of proprioception,Loss or impairment of proprioception,both,Signs and symptoms,normal
824,s_747,Loss or impairment of temperature sensation,Loss or impairment of temperature sensation,both,Signs and symptoms,serious
825,s_507,Lost will to live,Lost will to live,both,Signs and symptoms,normal
826,s_1404,"Low intraocular pressure, 4 to 5mmHg difference in affected eye compared to the other eye","Low intraocular pressure, 4 to 5mmHg difference in affected eye compared to the other eye",both,Signs and symptoms,normal
827,s_155,Low sense of self-worth,Low self-esteem,both,Signs and symptoms,normal
828,s_1725,Lower limb pallor,Pale leg,both,Signs and symptoms,serious
829,s_1618,Lower limb tenderness,Pain when pressing lower limb,both,Signs and symptoms,normal
830,s_1622,"Lower limb tenderness, calf",Pain when pressing calf,both,Signs and symptoms,normal
831,s_2309,Lump in popliteal region,Lump behind knee,both,Signs and symptoms,normal
832,s_1173,Lump in scrotum,Lump in scrotum,male,Signs and symptoms,normal
833,s_420,Lying about eating or hiding food,Lying about eating or hiding food,both,Signs and symptoms,normal
834,s_1733,Lymph node pain,Painful lymph nodes,both,Signs and symptoms,normal
835,s_2077,Major bleeding,Major bleeding,both,Signs and symptoms,emergency_ambulance
836,s_2187,Male genital burn,Male genital burn,male,Signs and symptoms,emergency
837,s_2052,Male infertility,Male infertility,male,Signs and symptoms,normal
838,s_289,Malocclusions,Malocclusions,both,Signs and symptoms,normal
839,s_2403,Mandibular deviation when opening mouth,Jaw shifts to the side when opening mouth,both,Signs and symptoms,normal
840,s_1403,Marcus Gunn pupil,Marcus Gunn pupil,both,Signs and symptoms,normal
841,s_2352,Mathematics difficulties,Mathematics difficulties,both,Signs and symptoms,normal
842,s_665,Measles rash,Measles rash,both,Signs and symptoms,normal
843,s_1261,Mendel-Bekhterev sign,Mendel-Bekhterev sign,both,Signs and symptoms,normal
844,s_415,Menstrual period more than 3 weeks late,Period more than 3 weeks late,female,Signs and symptoms,normal
845,s_1768,Mental disturbances exacerbated by stress,Mental disturbances exacerbated by stress,both,Signs and symptoms,normal
846,s_360,Microstomia,Narrow mouth,both,Signs and symptoms,normal
847,s_2078,Minor uncontrollable bleeding,Minor uncontrollable bleeding,both,Signs and symptoms,emergency
848,s_537,Miosis,Constricted pupil,both,Signs and symptoms,normal
849,s_212,Miscarriage,Miscarriage,female,Signs and symptoms,normal
850,s_1274,Moniz sign,Moniz sign,both,Signs and symptoms,normal
851,s_646,Mood swings,Mood swings,both,Signs and symptoms,normal
852,s_1297,Motor retardation,Slowed movements,both,Signs and symptoms,normal
853,s_1104,Mouth breathing,Mouth breathing,both,Signs and symptoms,normal
854,s_2065,Mouth pain,Pain in mouth,both,Signs and symptoms,normal
855,s_2421,"Mouth pain, after eating spicy or acidic food",Pain in mouth after eating spicy or acidic food,both,Signs and symptoms,normal
856,s_1,Mouth ulcer,Mouth sores,both,Signs and symptoms,normal
857,s_1210,Mucosal pallor,Pale mouth or eyelids,both,Signs and symptoms,normal
858,s_1213,"Mucosal pallor, sudden",Sudden paleness of mouth or eyelids,both,Signs and symptoms,serious
859,s_642,Mucous secretion in stool,Mucus in stool,both,Signs and symptoms,normal
860,s_2357,"Multiple red areas, larger than 1 cm",Multiple red areas larger than 1 cm,both,Signs and symptoms,normal
861,s_2370,"Multiple red changes, different sizes",Multiple red changes of different sizes,both,Signs and symptoms,normal
862,s_2359,"Multiple red spots, smaller than 1 cm",Multiple red spots smaller than 1 cm,both,Signs and symptoms,normal
863,s_567,Murphy's sign,Stomach pain on deep inhalation and simultaneous pressing right upper part of abdomen,both,Signs and symptoms,serious
864,s_503,Muscle cramps,Muscle cramps,both,Signs and symptoms,normal
865,s_117,"Muscle cramps, calf",Cramps in calves,both,Signs and symptoms,normal
866,s_2494,"Muscle cramps, nocturnal",Nocturnal muscle cramps,both,Signs and symptoms,normal
867,s_650,Muscle weakness,Muscle weakness,both,Signs and symptoms,normal
868,s_2330,"Muscle weakness, general",General muscle weakness,both,Signs and symptoms,normal
869,s_1142,Myalgia,Muscle pain,both,Signs and symptoms,normal
870,s_1766,"Myalgia, exacerbated by stress",Muscle pain triggered by stress,both,Signs and symptoms,normal
871,s_2455,"Myalgia, following intense physical exertion",Muscle pain after intense physical activity,both,Signs and symptoms,normal
872,s_536,Mydriasis,Dilated pupils,both,Signs and symptoms,serious
873,s_1476,Myringitis,Myringitis,both,Signs and symptoms,normal
874,s_603,Nail clubbing,Enlarged fingertips and nails,both,Signs and symptoms,normal
875,s_1167,Nail dystrophy,Distortion or discolouration of nail,both,Signs and symptoms,normal
876,s_2005,Nail pain,Sore nail,both,Signs and symptoms,normal
877,s_107,Nasal catarrh,Runny nose,both,Signs and symptoms,normal
878,s_2153,"Nasal catarrh, mucoid",Clear or white nasal discharge,both,Signs and symptoms,normal
879,s_2154,"Nasal catarrh, purulent",Yellow or green nasal discharge,both,Signs and symptoms,normal
880,s_331,Nasal congestion,Stuffy nose,both,Signs and symptoms,normal
881,s_2307,"Nasal congestion, acute",Stuffy nose lasting less than 10 days,both,Signs and symptoms,normal
882,s_1812,"Nasal congestion, chronic",Stuffy nose lasting more than 3 months,both,Signs and symptoms,normal
883,s_2308,"Nasal congestion, subacute",Stuffy nose lasting between 10 days and 3 months,both,Signs and symptoms,normal
884,s_2226,"Nasal congestion, worsens after briefly improving",Stuffy nose worsening after brief improvement,both,Signs and symptoms,normal
885,s_524,Nasal polyps,Polyps in nose,both,Signs and symptoms,normal
886,s_1303,Nasal speech,Nasal voice,both,Signs and symptoms,normal
887,s_156,Nausea,Feeling sick or queasy,both,Signs and symptoms,normal
888,s_2512,"Nausea, triggered by movement",Nausea while moving,both,Signs and symptoms,normal
889,s_1388,Neck asymmetry,Asymmetrical neck,both,Signs and symptoms,normal
890,s_1483,Neck pain,Pain in neck,both,Signs and symptoms,normal
891,s_2173,"Neck pain, during head movement",Pain in neck when moving head,both,Signs and symptoms,normal
892,s_965,"Neck pain, unilateral",Pain in neck on only one side,both,Signs and symptoms,normal
893,s_671,Neck vein distention,Swollen neck veins,both,Signs and symptoms,normal
894,s_820,Neglecting duties and hobbies due to alcohol,"Neglecting family, work, or hobbies due to alcohol",both,Signs and symptoms,normal
895,s_326,Neglecting duties and hobbies due to sex,"Neglecting family, work, or hobbies due to sex",both,Signs and symptoms,normal
896,s_143,Nervousness or weepiness,Crying or feeling nervous,both,Signs and symptoms,normal
897,s_2080,"Neurological deficit, since less than 24 hours",New neurological changes since less than 24 hours,both,Signs and symptoms,emergency_ambulance
898,s_2083,"Neurological deficit, since more than 24 hours",New neurological changes lasting more than 24 hours,both,Signs and symptoms,normal
899,s_217,Night sweats,Night sweats,both,Signs and symptoms,normal
900,s_678,Nihilistic delusions,Nihilistic delusions,both,Signs and symptoms,normal
901,s_1422,Nipple discharge,Leaking from the nipple,female,Signs and symptoms,normal
902,s_2258,No contact with COVID-19 case,No contact with COVID-19 positive person,both,Signs and symptoms,normal
903,s_2462,No history of inflammatory bowel disease,No history of inflammatory bowel disease,both,Signs and symptoms,normal
904,s_2172,No signs of upper respiratory infection,No signs of upper respiratory infection,both,Signs and symptoms,normal
905,s_182,Nocturia,Often urinating at night,both,Signs and symptoms,normal
906,s_300,Nodule located in breast,Lump in the breast,female,Signs and symptoms,normal
907,s_822,Non-stop alcohol consumption for several days,Constantly drinking alcohol for several days,both,Signs and symptoms,normal
908,s_1217,Nonmenstrual vaginal bleeding or spotting,Vaginal bleeding not associated with period,female,Signs and symptoms,normal
909,s_2168,Normal body temperature,Normal body temperature,both,Signs and symptoms,normal
910,s_2169,Normal heart rate,Normal pulse,both,Signs and symptoms,normal
911,s_2171,Normal lung sounds on auscultation,Normal lung sounds on auscultation,both,Signs and symptoms,normal
912,s_2174,Normal vital signs,Normal vital signs,both,Signs and symptoms,normal
913,s_1605,Nose pain,Painful nose,both,Signs and symptoms,normal
914,s_1429,Nosebleed,Bleeding from nose,both,Signs and symptoms,normal
915,s_2017,"Nosebleed, recurrent",Recurrent bleeding from nose,both,Signs and symptoms,normal
916,s_2016,"Nosebleed, single episode",One episode of bleeding from nose,both,Signs and symptoms,normal
917,s_1148,Numbness of tongue,Loss of feeling in tongue,both,Signs and symptoms,normal
918,s_377,Numerous nevi,Many moles or birthmarks,both,Signs and symptoms,normal
919,s_479,Nystagmus,Nystagmus,both,Signs and symptoms,normal
920,s_1721,"Nystagmus, horizontal",Horizontal nystagmus,both,Signs and symptoms,serious
921,s_127,Obsessions,Obsessions,both,Signs and symptoms,normal
922,s_687,"Obsessions, compulsive thoughts",Compulsive thoughts,both,Signs and symptoms,normal
923,s_688,"Obsessions, intrusive thoughts",Dark thoughts,both,Signs and symptoms,normal
924,s_1237,Ocular bulb rotation laterally and downward,Eye rotation sideways and downward,both,Signs and symptoms,serious
925,s_750,Ocular motility disorder,Difficulty moving eyes,both,Signs and symptoms,serious
926,s_1147,Oculomotor nerve palsy,Oculomotor nerve palsy,both,Signs and symptoms,emergency
927,s_509,Odynophagia,Painful swallowing,both,Signs and symptoms,normal
928,s_362,Oily skin,Greasy or oily skin,both,Signs and symptoms,normal
929,s_1877,Oligomenorrhea,Infrequent menstrual periods,female,Signs and symptoms,normal
930,s_185,Oliguria,Urinating less than usual,both,Signs and symptoms,normal
931,s_1107,Opacified tympanic membrane,Opacified tympanic membrane,both,Signs and symptoms,normal
932,s_389,Open comedones,Blackheads,both,Signs and symptoms,normal
933,s_1256,Oppenheim's sign,Oppenheim's sign,both,Signs and symptoms,emergency
934,s_1410,Optic disc neovascularization,Optic disc neovascularization,both,Signs and symptoms,normal
935,s_1329,Optic nerve disc pallor,Optic nerve disc pallor,both,Signs and symptoms,normal
936,s_2422,"Oral lesions, changes in the location, size, or shape","Change in location, size, or shape of lesions in the mouth",both,Signs and symptoms,normal
937,s_2414,"Oral lesions, multiple",Multiple lesions in the mouth,both,Signs and symptoms,normal
938,s_2424,"Oral lesions, recurrent",Recurrent lesions in the mouth,both,Signs and symptoms,normal
939,s_2416,"Oral lesions, red",Red lesions in the mouth,both,Signs and symptoms,normal
940,s_2413,"Oral lesions, well demarcated borders",Lesions in mouth with raised borders,both,Signs and symptoms,normal
941,s_1673,"Oral lesions, white plaques",White patches inside the mouth,both,Signs and symptoms,normal
942,s_868,Orbicularis oris muscle spasm,Orbicularis oris muscle spasm,both,Signs and symptoms,normal
943,s_844,Organic cause,Organic cause,both,Signs and symptoms,normal
944,s_541,Orthostatic hypotension,Dizzy or lightheaded after standing up,both,Signs and symptoms,normal
945,s_1719,Osler nodes,Osler nodes,both,Signs and symptoms,normal
946,s_2257,Other type of contact with COVID-19 case,Other type of contact with COVID-19 positive person,both,Signs and symptoms,normal
