id,name,common_name,sex_filter,category,seriousness
s_1781,"Headache, moderate",Moderate headache,both,Signs and symptoms,normal
s_970,"Headache, occipital",Headache located at back of head,both,Signs and symptoms,normal
s_23,"Headache, pressing",Pressing or squeezing headache,both,Signs and symptoms,normal
s_25,"Headache, pulsating",Pulsing headache,both,Signs and symptoms,normal
s_1912,"Headache, recent",Headaches history shorter than 3 months,both,Signs and symptoms,normal
s_2190,"Headache, recent, lasting 1 to 24 hours",Headache lasting between 1 hour and 1 day,both,Signs and symptoms,normal
s_2189,"Headache, recent, lasting less than 1 hour",Headache lasting less than 1 hour,both,Signs and symptoms,normal
s_2191,"Headache, recent, lasting more than 1 day",Headache lasting for more than 1 day,both,Signs and symptoms,normal
s_605,"Headache, series over a period of time",Series of headaches,both,Signs and symptoms,normal
s_1193,"Headache, severe",Severe headache,both,Signs and symptoms,normal
s_1905,"Headache, sudden onset",Sudden headache,both,Signs and symptoms,normal
s_1911,"Headache, temporal region",Headache located over the temples,both,Signs and symptoms,normal
s_22,"Headache, unilateral",Headache located on only one side,both,Signs and symptoms,normal
s_799,"Headache, worse in the morning",Morning headache,both,Signs and symptoms,normal
s_841,Hearing voices arguing,Hearing voices arguing,both,Signs and symptoms,emergency
s_840,Hearing voices commenting,Hearing voices commenting,both,Signs and symptoms,emergency
s_338,Heartburn,Heartburn,both,Signs and symptoms,normal
s_273,Heavy legs at the end of the day,Heavy legs at the end of the day,both,Signs and symptoms,normal
s_158,Heavy or prolonged menstrual periods,Heavy or prolonged periods,female,Signs and symptoms,normal
s_1922,Heel drop test,Stomach pain after dropping hard on heels,both,Signs and symptoms,emergency
s_1170,Hemarthrosis,Bleeding into joints,both,Signs and symptoms,normal
s_306,Hematemesis,Vomiting blood,both,Signs and symptoms,emergency
s_814,Hemianopsia bitemporalis,Hemianopsia bitemporalis,both,Signs and symptoms,serious
s_116,Hemoptysis,Coughing up blood,both,Signs and symptoms,emergency
s_1051,Hepatomegaly,Hepatomegaly,both,Signs and symptoms,normal
s_2546,Heterochromic irides,Different eye colours,both,Signs and symptoms,normal
s_1295,Hiccups,Hiccups,both,Signs and symptoms,normal
s_1108,High-arched palate,High-arched palate,both,Signs and symptoms,normal
s_147,History of anemia,History of anemia,both,Signs and symptoms,normal
s_757,Holster sign,Redness on hips or sides of thighs,both,Signs and symptoms,normal
s_957,Homonymous hemianopsia,Visual field loss on the same side of both eyes,both,Signs and symptoms,normal
s_373,Honey-coloured crust on the skin,Honey-coloured scabs on the skin,both,Signs and symptoms,normal
s_280,Hot flashes,Hot flashes,both,Signs and symptoms,normal
s_1481,Hyperalgesia,Hyperalgesia,both,Signs and symptoms,normal
s_760,Hyperkeratosis on hands,Thickened and cracked skin on hands,both,Signs and symptoms,normal
s_1891,Hypersensitivity to smells,Oversensitivity to smells,both,Signs and symptoms,normal
s_1150,Hypersensitivity to sound,Oversensitivity to sound,both,Signs and symptoms,normal
s_679,Hypochondriacal delusions,Hypochondriacal delusions,both,Signs and symptoms,normal
s_1876,Hypomenorrhea,Short or scanty periods,female,Signs and symptoms,normal
s_180,Hypopigmentation of the skin,Lightening of the skin,both,Signs and symptoms,normal
s_570,Hypopyon,Collection of pus in front of the eye,both,Signs and symptoms,serious
s_533,Hypotension,Low blood pressure,both,Signs and symptoms,normal
s_842,Ignoring consequences and social norms,Ignoring consequences and social norms,both,Signs and symptoms,normal
s_341,Illusion of surroundings being bigger or smaller than they actually are,Illusion of surroundings being bigger or smaller than they actually are,both,Signs and symptoms,normal
s_317,Impaired balance while walking,Stumbling or losing balance while walking,both,Signs and symptoms,normal
s_631,Impaired concentration,Poor concentration,both,Signs and symptoms,normal
s_1241,Impaired downward eye motion,Difficulty looking down,both,Signs and symptoms,serious
s_1227,Impaired lateral eye motion,Difficulty looking sideways away from the nose,both,Signs and symptoms,serious
s_1240,Impaired medial eye motion,Difficulty looking inwards towards the nose,both,Signs and symptoms,serious
s_316,Impaired memory,Impaired memory,both,Signs and symptoms,normal
s_825,"Impaired memory, alcohol-related amnesia",Alcohol-related amnesia,both,Signs and symptoms,normal
s_619,"Impaired memory, finding everyday objects",Difficulty finding everyday objects,both,Signs and symptoms,normal
s_830,"Impaired memory, short-term",Impaired short-term memory,both,Signs and symptoms,normal
s_1095,Impaired smell,Inability to smell properly,both,Signs and symptoms,normal
s_716,Impaired social functioning,"Difficulty functioning at home, work, or school",both,Signs and symptoms,normal
s_1239,Impaired upward eye motion,Difficulty looking up,both,Signs and symptoms,serious
s_320,Impaired vision,Visual impairment,both,Signs and symptoms,normal
s_2464,"Impaired vision, bilateral",Visual impairment in both eyes,both,Signs and symptoms,normal
s_1819,"Impaired vision, one eye",Visual impairment in one eye,both,Signs and symptoms,serious
s_1818,"Impaired vision, recent onset",Recent visual impairment,both,Signs and symptoms,serious
s_1146,"Impaired vision, temple pain on side with vision problem",Temple pain on side with visual impairment,both,Signs and symptoms,serious
s_1384,Impulsive behaviour,Impulsive behaviour,both,Signs and symptoms,normal
s_2086,"Inability to bear weight, after trauma",Inability to stand on either foot after injury,both,Signs and symptoms,serious
s_1385,Inability to complete tasks,Inability to complete tasks,both,Signs and symptoms,normal
s_1551,Inability to pass flatus,Inability to pass gas,both,Signs and symptoms,normal
s_711,Inability to remember important aspects of a traumatic experience,Difficulty remembering traumatic experiences,both,Signs and symptoms,normal
s_150,Inability to stop drinking alcohol,Inability to stop drinking alcohol,both,Signs and symptoms,normal
s_223,Inability to stop flow of urine,Inability to stop flow of urine,both,Signs and symptoms,normal
s_277,Increased abdominal girth,Increased abdominal size,both,Signs and symptoms,normal
s_311,Increased appetite,Increased appetite,both,Signs and symptoms,normal
s_1488,Increased expiratory phase,Increased expiratory phase,both,Signs and symptoms,serious
s_421,Increased libido,Increased sex drive,both,Signs and symptoms,normal
s_991,Increased masseter reflex,Jaw jerk,both,Signs and symptoms,normal
s_361,Increased need in sexual experiences or sensations to attain desired effect,Increased need in sexual experiences or sensations to attain desired effect,both,Signs and symptoms,normal
s_1278,Increased palatine reflex,Increased palatine reflex,both,Signs and symptoms,normal
s_1279,Increased pharyngeal reflex,Increased pharyngeal reflex,both,Signs and symptoms,normal
s_310,Increased thirst,Increased thirst,both,Signs and symptoms,normal
s_506,Insect bite or sting,Insect bite or sting,both,Signs and symptoms,normal
s_917,Insomnia,Insomnia,both,Signs and symptoms,normal
s_1383,"Intense, non-committal relationships","Intense, non-committal relationships",both,Signs and symptoms,normal
s_358,Intermittent urine flow,Intermittent urine flow,male,Signs and symptoms,normal
s_1084,"Interosseous muscles atrophy, feet","Interosseous muscles atrophy, feet",both,Signs and symptoms,normal
s_1083,"Interosseous muscles atrophy, hands","Interosseous muscles atrophy, hands",both,Signs and symptoms,normal
s_1416,Intraretinal microvascular abnormalities,Intraretinal microvascular abnormalities,both,Signs and symptoms,normal
s_1411,Iris neovascularization,Iris neovascularization,both,Signs and symptoms,normal
s_1440,Irregular menstruations,Irregular periods,female,Signs and symptoms,normal
s_540,Irritability,Irritability,both,Signs and symptoms,normal
s_80,"Irritability, when unable to engage in sexual activities",Irritable when unable to have sex,both,Signs and symptoms,normal
s_614,Itching after a hot shower or bath,Itchy skin after a hot shower or bath,both,Signs and symptoms,normal
s_249,Itching around anus,Itchy anus,both,Signs and symptoms,normal
s_1563,Itching eye,Itchy eye,both,Signs and symptoms,normal
s_255,Itching inside ear,Itchy inner ear,both,Signs and symptoms,normal
s_252,Itching nose or throat,Itchy nose or throat,both,Signs and symptoms,normal
s_1271,Jacobsohn sign,Finger flexion when tapping distal base of radius bone,both,Signs and symptoms,normal
s_1718,Janeway lesion,Janeway lesion,both,Signs and symptoms,normal
s_332,Jaundice,Yellow skin,both,Signs and symptoms,serious
s_336,"Jaundice, during infectious disease",Yellow skin during infectious disease,both,Signs and symptoms,serious
s_335,"Jaundice, following intense physical exertion",Yellow skin after physical activity,both,Signs and symptoms,serious
s_334,"Jaundice, stress-related",Yellow skin during times of increased stress,both,Signs and symptoms,serious
s_1961,Jaw pain,Jaw pain,both,Signs and symptoms,normal
s_359,"Joint deformation, non-traumatic",Joint deformation not associated with recent trauma,both,Signs and symptoms,normal
s_2087,"Joint deformation, post-traumatic",Deformed joints after an injury,both,Signs and symptoms,emergency
s_44,Joint pain,Joint pain,both,Signs and symptoms,normal
s_576,"Joint pain, aggravated by cold or damp weather",Joint pain aggravated by cold or damp weather,both,Signs and symptoms,normal
s_1621,"Joint pain, ankle",Ankle pain,both,Signs and symptoms,normal
s_1623,"Joint pain, during ankle movement",Pain when moving ankle,both,Signs and symptoms,normal
s_1634,"Joint pain, during elbow movement",Pain when moving elbow,both,Signs and symptoms,normal
s_1823,"Joint pain, during hip movement",Pain when moving hip,both,Signs and symptoms,normal
s_1610,"Joint pain, during knee movement",Pain when moving knee,both,Signs and symptoms,normal
s_1805,"Joint pain, during shoulder movement",Pain when moving shoulder,both,Signs and symptoms,normal
s_1641,"Joint pain, during thumb movement",Pain when moving thumb,both,Signs and symptoms,normal
s_1636,"Joint pain, during wrist movement",Pain when moving wrist,both,Signs and symptoms,normal
s_1632,"Joint pain, elbow",Elbow pain,both,Signs and symptoms,normal
s_79,"Joint pain, hallux",Big toe pain,both,Signs and symptoms,normal
s_11,"Joint pain, hip",Hip pain,both,Signs and symptoms,normal
s_2299,"Joint pain, inflammatory",Joint pain worsened by immobility,both,Signs and symptoms,normal
s_581,"Joint pain, knee",Knee pain,both,Signs and symptoms,normal
s_2298,"Joint pain, mechanical",Joint pain worsened by movement and improved with rest,both,Signs and symptoms,normal
s_41,"Joint pain, severe, after trauma",Severe joint pain after an injury,both,Signs and symptoms,normal
s_1654,"Joint pain, shoulder",Shoulder pain,both,Signs and symptoms,normal
s_1201,"Joint pain, sudden",Sudden joint pain,both,Signs and symptoms,normal
s_1656,"Joint pain, tenderness",Pain when pressing joint,both,Signs and symptoms,normal
s_1639,"Joint pain, thumb",Thumb pain,both,Signs and symptoms,normal
s_1430,"Joint pain, wrist",Wrist pain,both,Signs and symptoms,normal
s_575,Joint stiffness,Stiff joints,both,Signs and symptoms,normal
s_258,"Joint stiffness, hand stiffness in the morning",Stiff hands in the morning,both,Signs and symptoms,normal
s_259,"Joint stiffness, subsides after exercising",Joint stiffness disappears after exercise,both,Signs and symptoms,normal
s_1472,Kayser–Fleischer ring,Dark rings appearing around the iris of the eye,both,Signs and symptoms,serious
s_1689,Kernig's sign,Kernig's sign,both,Signs and symptoms,emergency
s_1745,Knee instability,Unstable knee,both,Signs and symptoms,normal
s_664,Koplik's spots,Small white spots surrounded by red ring on the insides of cheeks,both,Signs and symptoms,normal
s_1451,Kussmaul breathing,"Abnormally deep, laboured, and gasping breathing",both,Signs and symptoms,emergency
s_778,Lack of boundaries in interpersonal relations,Lack of boundaries in relationships,both,Signs and symptoms,normal
s_1006,"Lack of initiative, motivation, or drive","Lack of initiative, motivation, or drive",both,Signs and symptoms,normal
s_964,Lateropulsion,Falling or losing gait on one side,both,Signs and symptoms,emergency
s_1282,Lead-pipe rigidity,Constant muscle stiffness in a limb,both,Signs and symptoms,serious
s_550,Lens clouding,Cloudy eyes,both,Signs and symptoms,normal
s_666,Leopard-like spots on skin,Brick-coloured spots resembling leopard spots,both,Signs and symptoms,serious
s_1378,Levine's sign,Levine's sign,both,Signs and symptoms,normal
s_1054,Lhermitte's sign,Lhermitte's sign,both,Signs and symptoms,normal
s_1793,Lice eggs or nits on hair shafts,Lice eggs or nits,both,Signs and symptoms,normal
s_1324,Lisch nodules,Lisch nodules,both,Signs and symptoms,normal
s_763,Livedo reticularis,"Blotchy, red-purplish marbling of the skin",both,Signs and symptoms,normal
s_1407,Local dark retinal blood vessels that lie in folds,Local dark retinal blood vessels that lie in folds,both,Signs and symptoms,normal
s_1405,Local elevation of retina,Local elevation of retina,both,Signs and symptoms,normal
s_1406,Local grey discolouration of retina,Local grey discolouration of retina,both,Signs and symptoms,normal
s_1408,Local retinal undulation,Local retinal undulation,both,Signs and symptoms,normal
s_2453,Loose dental filling,Loose dental filling,both,Signs and symptoms,normal
s_228,Loose tooth unrelated to a tooth exchange,Loose teeth,both,Signs and symptoms,normal
s_1115,Loss of body hair,Loss of body hair,both,Signs and symptoms,normal
s_1543,Loss of consciousness,Loss of consciousness,both,Signs and symptoms,serious
s_2472,"Loss of consciousness, during exercise",Fainting during exercise,both,Signs and symptoms,serious
s_2468,"Loss of consciousness, during prolonged standing",Fainting during prolonged standing,both,Signs and symptoms,serious
s_2471,"Loss of consciousness, in a sitting or lying position",Fainting while sitting or lying down,both,Signs and symptoms,serious
s_2474,"Loss of consciousness, in a warm place",Fainting in a warm place,both,Signs and symptoms,serious
s_2303,"Loss of consciousness, more than 1 minute","Loss of consciousness, more than 1 minute",both,Signs and symptoms,emergency_ambulance
s_2302,"Loss of consciousness, transient",Fainting,both,Signs and symptoms,serious
s_2475,"Loss of consciousness, under stress",Fainting during stress,both,Signs and symptoms,serious
s_190,"Loss of consciousness, with urination or defecation",Fainting with loss of bladder or bowel control,both,Signs and symptoms,emergency_ambulance
s_287,"Loss of interest in activities previously enjoyed, lasting at least 2 weeks",Loss of interest,both,Signs and symptoms,normal
s_622,Loss of muscle mass,Loss of muscles,both,Signs and symptoms,normal
s_564,"Loss of muscle mass, hands",Loss of muscles in hands,both,Signs and symptoms,normal
s_959,Loss of sensation in the face,Loss of feeling in face,both,Signs and symptoms,serious
s_1159,"Loss of sensation in the face, unilateral",Loss of feeling on only one side of the face,both,Signs and symptoms,serious
s_1070,Loss of sense of vibration in distal parts of extremities,Loss of sense of vibration in distal parts of extremities,both,Signs and symptoms,normal
s_1394,Loss of the lingual papillae,Smooth tongue,both,Signs and symptoms,normal
s_1027,Loss of vision in the superior quadrant,Loss of vision in the superior quadrant,both,Signs and symptoms,serious
s_746,Loss or impairment of proprioception,Loss or impairment of proprioception,both,Signs and symptoms,normal
s_747,Loss or impairment of temperature sensation,Loss or impairment of temperature sensation,both,Signs and symptoms,serious
s_507,Lost will to live,Lost will to live,both,Signs and symptoms,normal
s_1404,"Low intraocular pressure, 4 to 5mmHg difference in affected eye compared to the other eye","Low intraocular pressure, 4 to 5mmHg difference in affected eye compared to the other eye",both,Signs and symptoms,normal
s_155,Low sense of self-worth,Low self-esteem,both,Signs and symptoms,normal
s_1725,Lower limb pallor,Pale leg,both,Signs and symptoms,serious
s_1618,Lower limb tenderness,Pain when pressing lower limb,both,Signs and symptoms,normal
s_1622,"Lower limb tenderness, calf",Pain when pressing calf,both,Signs and symptoms,normal
s_2309,Lump in popliteal region,Lump behind knee,both,Signs and symptoms,normal
s_1173,Lump in scrotum,Lump in scrotum,male,Signs and symptoms,normal
s_420,Lying about eating or hiding food,Lying about eating or hiding food,both,Signs and symptoms,normal
s_1733,Lymph node pain,Painful lymph nodes,both,Signs and symptoms,normal
s_2077,Major bleeding,Major bleeding,both,Signs and symptoms,emergency_ambulance
s_2187,Male genital burn,Male genital burn,male,Signs and symptoms,emergency
s_2052,Male infertility,Male infertility,male,Signs and symptoms,normal
s_289,Malocclusions,Malocclusions,both,Signs and symptoms,normal
s_2403,Mandibular deviation when opening mouth,Jaw shifts to the side when opening mouth,both,Signs and symptoms,normal
s_1403,Marcus Gunn pupil,Marcus Gunn pupil,both,Signs and symptoms,normal
s_2352,Mathematics difficulties,Mathematics difficulties,both,Signs and symptoms,normal
s_665,Measles rash,Measles rash,both,Signs and symptoms,normal
s_1261,Mendel-Bekhterev sign,Mendel-Bekhterev sign,both,Signs and symptoms,normal
s_415,Menstrual period more than 3 weeks late,Period more than 3 weeks late,female,Signs and symptoms,normal
s_1768,Mental disturbances exacerbated by stress,Mental disturbances exacerbated by stress,both,Signs and symptoms,normal
s_360,Microstomia,Narrow mouth,both,Signs and symptoms,normal
s_2078,Minor uncontrollable bleeding,Minor uncontrollable bleeding,both,Signs and symptoms,emergency
s_537,Miosis,Constricted pupil,both,Signs and symptoms,normal
s_212,Miscarriage,Miscarriage,female,Signs and symptoms,normal
s_1274,Moniz sign,Moniz sign,both,Signs and symptoms,normal
s_646,Mood swings,Mood swings,both,Signs and symptoms,normal
s_1297,Motor retardation,Slowed movements,both,Signs and symptoms,normal
s_1104,Mouth breathing,Mouth breathing,both,Signs and symptoms,normal
s_2065,Mouth pain,Pain in mouth,both,Signs and symptoms,normal
s_2421,"Mouth pain, after eating spicy or acidic food",Pain in mouth after eating spicy or acidic food,both,Signs and symptoms,normal
s_1,Mouth ulcer,Mouth sores,both,Signs and symptoms,normal
s_1210,Mucosal pallor,Pale mouth or eyelids,both,Signs and symptoms,normal
s_1213,"Mucosal pallor, sudden",Sudden paleness of mouth or eyelids,both,Signs and symptoms,serious
s_642,Mucous secretion in stool,Mucus in stool,both,Signs and symptoms,normal
s_2357,"Multiple red areas, larger than 1 cm",Multiple red areas larger than 1 cm,both,Signs and symptoms,normal
s_2370,"Multiple red changes, different sizes",Multiple red changes of different sizes,both,Signs and symptoms,normal
s_2359,"Multiple red spots, smaller than 1 cm",Multiple red spots smaller than 1 cm,both,Signs and symptoms,normal
s_567,Murphy's sign,Stomach pain on deep inhalation and simultaneous pressing right upper part of abdomen,both,Signs and symptoms,serious
s_503,Muscle cramps,Muscle cramps,both,Signs and symptoms,normal
s_117,"Muscle cramps, calf",Cramps in calves,both,Signs and symptoms,normal
s_2494,"Muscle cramps, nocturnal",Nocturnal muscle cramps,both,Signs and symptoms,normal
s_650,Muscle weakness,Muscle weakness,both,Signs and symptoms,normal
s_2330,"Muscle weakness, general",General muscle weakness,both,Signs and symptoms,normal
s_1142,Myalgia,Muscle pain,both,Signs and symptoms,normal
s_1766,"Myalgia, exacerbated by stress",Muscle pain triggered by stress,both,Signs and symptoms,normal
s_2455,"Myalgia, following intense physical exertion",Muscle pain after intense physical activity,both,Signs and symptoms,normal
s_536,Mydriasis,Dilated pupils,both,Signs and symptoms,serious
s_1476,Myringitis,Myringitis,both,Signs and symptoms,normal
s_603,Nail clubbing,Enlarged fingertips and nails,both,Signs and symptoms,normal
s_1167,Nail dystrophy,Distortion or discolouration of nail,both,Signs and symptoms,normal
s_2005,Nail pain,Sore nail,both,Signs and symptoms,normal
s_107,Nasal catarrh,Runny nose,both,Signs and symptoms,normal
s_2153,"Nasal catarrh, mucoid",Clear or white nasal discharge,both,Signs and symptoms,normal
s_2154,"Nasal catarrh, purulent",Yellow or green nasal discharge,both,Signs and symptoms,normal
s_331,Nasal congestion,Stuffy nose,both,Signs and symptoms,normal
s_2307,"Nasal congestion, acute",Stuffy nose lasting less than 10 days,both,Signs and symptoms,normal
s_1812,"Nasal congestion, chronic",Stuffy nose lasting more than 3 months,both,Signs and symptoms,normal
s_2308,"Nasal congestion, subacute",Stuffy nose lasting between 10 days and 3 months,both,Signs and symptoms,normal
s_2226,"Nasal congestion, worsens after briefly improving",Stuffy nose worsening after brief improvement,both,Signs and symptoms,normal
s_524,Nasal polyps,Polyps in nose,both,Signs and symptoms,normal
s_1303,Nasal speech,Nasal voice,both,Signs and symptoms,normal
s_156,Nausea,Feeling sick or queasy,both,Signs and symptoms,normal
s_2512,"Nausea, triggered by movement",Nausea while moving,both,Signs and symptoms,normal
s_1388,Neck asymmetry,Asymmetrical neck,both,Signs and symptoms,normal
s_1483,Neck pain,Pain in neck,both,Signs and symptoms,normal
s_2173,"Neck pain, during head movement",Pain in neck when moving head,both,Signs and symptoms,normal
s_965,"Neck pain, unilateral",Pain in neck on only one side,both,Signs and symptoms,normal
s_671,Neck vein distention,Swollen neck veins,both,Signs and symptoms,normal
s_820,Neglecting duties and hobbies due to alcohol,"Neglecting family, work, or hobbies due to alcohol",both,Signs and symptoms,normal
s_326,Neglecting duties and hobbies due to sex,"Neglecting family, work, or hobbies due to sex",both,Signs and symptoms,normal
s_143,Nervousness or weepiness,Crying or feeling nervous,both,Signs and symptoms,normal
s_2080,"Neurological deficit, since less than 24 hours",New neurological changes since less than 24 hours,both,Signs and symptoms,emergency_ambulance
s_2083,"Neurological deficit, since more than 24 hours",New neurological changes lasting more than 24 hours,both,Signs and symptoms,normal
s_217,Night sweats,Night sweats,both,Signs and symptoms,normal
s_678,Nihilistic delusions,Nihilistic delusions,both,Signs and symptoms,normal
s_1422,Nipple discharge,Leaking from the nipple,female,Signs and symptoms,normal
s_2258,No contact with COVID-19 case,No contact with COVID-19 positive person,both,Signs and symptoms,normal
s_2462,No history of inflammatory bowel disease,No history of inflammatory bowel disease,both,Signs and symptoms,normal
s_2172,No signs of upper respiratory infection,No signs of upper respiratory infection,both,Signs and symptoms,normal
s_182,Nocturia,Often urinating at night,both,Signs and symptoms,normal
s_300,Nodule located in breast,Lump in the breast,female,Signs and symptoms,normal
s_822,Non-stop alcohol consumption for several days,Constantly drinking alcohol for several days,both,Signs and symptoms,normal
s_1217,Nonmenstrual vaginal bleeding or spotting,Vaginal bleeding not associated with period,female,Signs and symptoms,normal
s_2168,Normal body temperature,Normal body temperature,both,Signs and symptoms,normal
s_2169,Normal heart rate,Normal pulse,both,Signs and symptoms,normal
s_2171,Normal lung sounds on auscultation,Normal lung sounds on auscultation,both,Signs and symptoms,normal
s_2174,Normal vital signs,Normal vital signs,both,Signs and symptoms,normal
s_1605,Nose pain,Painful nose,both,Signs and symptoms,normal
s_1429,Nosebleed,Bleeding from nose,both,Signs and symptoms,normal
s_2017,"Nosebleed, recurrent",Recurrent bleeding from nose,both,Signs and symptoms,normal
s_2016,"Nosebleed, single episode",One episode of bleeding from nose,both,Signs and symptoms,normal
s_1148,Numbness of tongue,Loss of feeling in tongue,both,Signs and symptoms,normal
s_377,Numerous nevi,Many moles or birthmarks,both,Signs and symptoms,normal
s_479,Nystagmus,Nystagmus,both,Signs and symptoms,normal
s_1721,"Nystagmus, horizontal",Horizontal nystagmus,both,Signs and symptoms,serious
s_127,Obsessions,Obsessions,both,Signs and symptoms,normal
s_687,"Obsessions, compulsive thoughts",Compulsive thoughts,both,Signs and symptoms,normal
s_688,"Obsessions, intrusive thoughts",Dark thoughts,both,Signs and symptoms,normal
s_1237,Ocular bulb rotation laterally and downward,Eye rotation sideways and downward,both,Signs and symptoms,serious
s_750,Ocular motility disorder,Difficulty moving eyes,both,Signs and symptoms,serious
s_1147,Oculomotor nerve palsy,Oculomotor nerve palsy,both,Signs and symptoms,emergency
s_509,Odynophagia,Painful swallowing,both,Signs and symptoms,normal
s_362,Oily skin,Greasy or oily skin,both,Signs and symptoms,normal
s_1877,Oligomenorrhea,Infrequent menstrual periods,female,Signs and symptoms,normal
s_185,Oliguria,Urinating less than usual,both,Signs and symptoms,normal
s_1107,Opacified tympanic membrane,Opacified tympanic membrane,both,Signs and symptoms,normal
s_389,Open comedones,Blackheads,both,Signs and symptoms,normal
s_1256,Oppenheim's sign,Oppenheim's sign,both,Signs and symptoms,emergency
s_1410,Optic disc neovascularization,Optic disc neovascularization,both,Signs and symptoms,normal
s_1329,Optic nerve disc pallor,Optic nerve disc pallor,both,Signs and symptoms,normal
s_2422,"Oral lesions, changes in the location, size, or shape","Change in location, size, or shape of lesions in the mouth",both,Signs and symptoms,normal
s_2414,"Oral lesions, multiple",Multiple lesions in the mouth,both,Signs and symptoms,normal
s_2424,"Oral lesions, recurrent",Recurrent lesions in the mouth,both,Signs and symptoms,normal
s_2416,"Oral lesions, red",Red lesions in the mouth,both,Signs and symptoms,normal
s_2413,"Oral lesions, well demarcated borders",Lesions in mouth with raised borders,both,Signs and symptoms,normal
s_1673,"Oral lesions, white plaques",White patches inside the mouth,both,Signs and symptoms,normal
s_868,Orbicularis oris muscle spasm,Orbicularis oris muscle spasm,both,Signs and symptoms,normal
s_844,Organic cause,Organic cause,both,Signs and symptoms,normal
s_541,Orthostatic hypotension,Dizzy or lightheaded after standing up,both,Signs and symptoms,normal
s_1719,Osler nodes,Osler nodes,both,Signs and symptoms,normal
s_2257,Other type of contact with COVID-19 case,Other type of contact with COVID-19 positive person,both,Signs and symptoms,normal
s_1289,Ovarian enlargement,Ovarian enlargement,female,Signs and symptoms,normal
s_1110,Overbite,Overbite,both,Signs and symptoms,normal
s_371,Overworked,Working too much,both,Signs and symptoms,normal
s_1180,Pain behind ear,Pain behind ear,both,Signs and symptoms,normal
s_1382,Pain caused by firm pressure on tibia,Pain caused by firm pressure on tibia,both,Signs and symptoms,normal
s_1453,Pain in both lower limbs,Pain in both lower limbs,both,Signs and symptoms,normal
s_2092,"Pain in both lower limbs, both feet",Pain in both feet,both,Signs and symptoms,normal
s_1112,"Pain in both lower limbs, stocking distribution",Pain in both lower limbs with stocking distribution,both,Signs and symptoms,normal
s_1452,Pain in both upper limbs,Pain in both upper limbs,both,Signs and symptoms,normal
s_2091,"Pain in both upper limbs, both hands",Pain in both hands,both,Signs and symptoms,normal
s_2402,Pain in front of ear,Pain in front of ear,both,Signs and symptoms,normal
s_1250,"Pain in groin during coughing, sneezing, laughing, or physical exercises","Pain in groin during coughing, sneezing, laughing, or physical exercises",both,Signs and symptoms,serious
s_579,Pain in lower limb,Pain in lower limb,both,Signs and symptoms,normal
s_1927,"Pain in lower limb, limping due to pain",Limping due to pain,both,Signs and symptoms,normal
s_1930,"Pain in lower limb, severe",Severe pain in lower limb,both,Signs and symptoms,normal
s_2335,"Pain in lower limb, shin",Shin pain,both,Signs and symptoms,normal
s_1893,"Pain in lower limb, thigh",Thigh pain,both,Signs and symptoms,normal
s_430,Pain in temporomandibular joint during movement,Pain in jaw during movement,both,Signs and symptoms,normal
s_580,Pain in upper limb,Pain in upper limb,both,Signs and symptoms,normal
s_1799,"Pain in upper limb, forearm",Pain in forearm,both,Signs and symptoms,normal
s_554,"Pain in upper limb, hand or fingers",Pain in hand or fingers,both,Signs and symptoms,normal
s_1313,"Pain in upper limb, one finger",Pain in one finger,both,Signs and symptoms,normal
s_1935,"Pain in upper limb, severe",Severe pain in upper limb,both,Signs and symptoms,normal
s_54,Pain near eye socket,Pain around or behind eye,both,Signs and symptoms,normal
s_1393,Painful defecation,Pain when defecating,both,Signs and symptoms,normal
s_33,Painful ejaculation,Pain when ejaculating,male,Signs and symptoms,serious
s_32,Painful intercourse,Painful sex,female,Signs and symptoms,normal
s_39,Painful urination,Pain when urinating,both,Signs and symptoms,normal
s_1371,Palatine petechiae,Pinpoint-size red dots on soft part of roof of mouth,both,Signs and symptoms,normal
s_10,Pale and brittle nails,Pale and brittle nails,both,Signs and symptoms,normal
s_569,Pale or clay-coloured stool,Pale or clay-coloured stool,both,Signs and symptoms,normal
s_9,Pale skin,Pale skin,both,Signs and symptoms,normal
s_2282,"Pale skin, fingers",Pale fingers,both,Signs and symptoms,normal
s_110,Palpitations,Palpitations,both,Signs and symptoms,normal
s_2002,"Palpitations, lasting more than 5 minutes",Palpitations lasting more than 5 minutes,both,Signs and symptoms,serious
s_2004,"Palpitations, recurrent",Recurrent palpitations,both,Signs and symptoms,normal
s_722,Panic attacks in public or when talking to strangers,Panic attacks in public or when talking to strangers,both,Signs and symptoms,normal
s_803,Papilledema,Papilledema,both,Signs and symptoms,normal
s_838,Paralogical thinking,Paralogical thinking,both,Signs and symptoms,normal
s_1496,Paranasal sinuses tenderness,Paranasal sinuses tender to palpation,both,Signs and symptoms,normal
s_2206,Paraphimosis,Retracted foreskin,male,Signs and symptoms,emergency
s_1486,Paraspinal muscle tenderness,Paraspinal muscle tenderness,both,Signs and symptoms,normal
s_744,"Paresis, ascending",Ascending muscle weakness,both,Signs and symptoms,serious
s_2326,"Paresis, both lower limbs",Difficulty moving both lower limbs,both,Signs and symptoms,normal
s_2343,"Paresis, both upper limbs",Difficulty moving both upper limbs,both,Signs and symptoms,normal
s_1005,"Paresis, hemiparesis",Weakness of one side of the body,both,Signs and symptoms,serious
s_148,"Paresis, limbs",Limb weakness,both,Signs and symptoms,normal
